0   	   24.7020	  0.994899	  133.6597	    6.1456
1   	   13.4442	  0.998103	   43.1435	   17.9673
2   	   43.8731	  0.995165	   58.1856	  236.3272
3   	   21.0978	  0.997508	   53.7423	    0.0000
4   	  -21.4018	  1.002585	   86.3035	    0.0000
5   	    5.3395	  0.999383	   49.5379	   39.5681
6   	  -43.4999	  1.005727	  100.0860	    2.1363
7   	   10.2580	  0.998558	   43.9564	   15.7594
8   	  -91.8783	  1.011123	   41.8862	  131.4739
9   	   31.2164	  0.997014	   36.7200	  203.0928
10  	   -9.2668	  1.001368	   31.5602	    1.5043
11  	  -85.8927	  1.010735	   31.8734	   88.9971
12  	  -90.3549	  1.010735	   21.7388	  124.7754
13  	   73.7311	  0.990963	   64.0192	  270.0564
14  	  110.1178	  0.987475	  115.3652	    2.6530
15  	   69.4342	  0.989780	  132.8875	   40.0889
16  	   -4.7362	  1.001037	   50.2693	   11.4109
17  	   81.7241	  0.989874	   52.3470	  244.3993
18  	   18.8808	  0.997962	   45.6674	   15.2593
19  	   83.8965	  0.991092	   49.0683	    0.7320
20  	   62.6574	  0.990535	   65.4107	   58.9059
21  	   40.2343	  0.993033	   30.1781	  149.7941
22  	   -9.8217	  1.001645	   54.9306	    1.8429
23  	  -39.2927	  1.005416	   26.4707	  234.3406
24  	  -90.7595	  1.010147	   29.4744	   12.3697
25  	   50.6995	  0.994163	   62.6194	  256.6016
26  	  -20.8771	  1.002423	   67.9418	   10.3470
27  	   94.9325	  0.987075	  121.1515	    5.1298
28  	   23.7604	  0.996539	   27.5407	   13.6837
29  	 -106.0562	  1.012223	  111.4642	   22.8139
30  	  -97.7289	  1.010743	  106.4921	    1.9526
31  	   76.3896	  0.989022	   52.0074	    9.5187
32  	  -50.5938	  1.005655	   28.2932	  210.9583
33  	 -171.8957	  1.021964	   29.4877	   58.8016
34  	 -120.6968	  1.015831	   50.9376	  420.3087
35  	  -16.1173	  1.002456	   29.7162	  129.0782
36  	   10.1998	  0.998378	   85.9898	   56.5231
37  	   77.4934	  0.988953	  139.0626	    8.5509
38  	  -55.1870	  1.008360	  166.2289	    1.0096
39  	   87.7990	  0.989715	   83.4841	   94.1716
40  	   37.6045	  0.995880	   43.0547	  282.2602
41  	  -40.0424	  1.006958	   31.8023	  157.6222
42  	 -177.4094	  1.021822	  102.6308	    4.5239
43  	   49.3437	  0.993649	   96.6886	    0.0592
44  	   40.8447	  0.993782	  116.4864	    5.3844
45  	  197.7528	  0.975296	  125.2273	   10.3189
46  	 -117.5724	  1.015571	   33.9158	  150.6827
47  	  -15.8264	  1.002204	   69.0838	    1.2555
48  	  -30.3017	  1.003977	  132.1125	    6.6359
49  	  -29.6652	  1.003347	  105.2201	   27.4700
50  	   32.3601	  0.995572	   56.9915	   48.6461
51  	  -19.3850	  1.002417	   40.3988	   30.8987
52  	   37.0644	  0.994739	   71.0355	  835.4630
53  	 -107.1993	  1.014463	   72.9924	   26.2906
54  	   41.7431	  0.995026	   81.5055	    0.3182
55  	  -51.3541	  1.005400	   41.0232	  121.5558
56  	  161.3614	  0.979314	   69.2520	   74.6729
57  	  -44.9377	  1.005937	   35.9682	    2.8939
58  	  -41.4337	  1.005408	   68.8856	    4.0668
59  	  -75.9738	  1.010940	  103.4597	    1.3573
60  	  -17.6957	  1.002112	   30.6994	    0.1496
61  	  -27.5305	  1.003596	  100.6255	  629.0916
62  	  -26.8804	  1.003823	   31.7711	  213.9604
63  	  -27.9348	  1.001729	   55.9304	   40.3175
64  	  -40.6357	  1.006381	  125.2508	  363.7368
65  	  -40.8594	  1.005263	   42.4206	    1.9708
66  	  -69.1134	  1.010182	   62.6147	    2.1016
67  	  -65.0721	  1.008842	   48.6014	    0.1370
68  	 -134.0794	  1.017431	   53.7822	  206.5186
69  	  -70.6306	  1.009993	  108.1502	  905.5578
70  	   11.5314	  0.999215	  133.0321	  368.2600
71  	    1.2878	  1.000223	   39.7947	    1.3270
72  	  -21.0138	  1.002418	  104.9759	    5.4860
73  	   36.3658	  0.994835	  133.6692	  834.9345
74  	  115.7355	  0.985769	  134.5940	  117.3798
75  	   27.3479	  0.994743	   38.7621	  213.9329
76  	  -46.9032	  1.005996	  100.0812	    3.5885
77  	  -41.2485	  1.004580	   57.5879	  271.2078
78  	  -25.2921	  1.002965	   78.4183	   18.3236
79  	   79.3686	  0.989112	  165.4168	   80.0155
80  	   10.7382	  0.998799	  236.5950	   14.7376
81  	   52.7079	  0.993982	  131.4004	  227.5312
82  	  -19.9998	  1.000000	   79.6924	    0.0000
83  	  -20.5638	  1.002063	  127.8533	    3.9509
84  	   84.5362	  0.989109	   46.7628	    5.3176
85  	 -131.0883	  1.015354	   88.1087	    3.9918
86  	   25.1218	  0.996396	   56.5557	    3.9895
87  	  -38.5857	  1.005513	   53.2977	  174.1188
88  	   53.8184	  0.991635	   51.0795	    4.7851
89  	   48.9106	  0.992028	   46.2555	  195.4022
90  	   86.8636	  0.989647	   87.9341	  135.5400
91  	    9.6436	  0.998004	  131.7302	   18.7453
92  	  -59.1611	  1.006972	   39.0720	    0.3748
93  	 -121.2406	  1.014922	   30.1054	   66.7408
94  	  -10.2650	  1.000622	  167.5806	  390.5149
95  	   -0.9556	  0.999649	  128.1409	   62.0615
96  	    7.6390	  0.998965	   46.5174	   67.1550
97  	  -16.3096	  1.002015	   57.5672	  724.5137
98  	   50.1003	  0.994762	   54.6012	  119.1197
99  	   22.5788	  0.998266	   42.1105	  184.5841
100 	  114.4717	  0.984892	  111.1662	  449.9565
