============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  H (01)   Ion Mass= 001.0080
Energy  = 1000000.E-04 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Si_Top    
  Layer # 1 - Bottom Depth=300000.E+01 A
  Layer # 1 - Density =0002.3210 g/cm3
  Layer # 1 -  100 % of Si
икикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикик
  Layer # 2 - Si_Bottom 
  Layer # 2 - Bottom Depth=600000.E+01 A
  Layer # 2 - Density =0002.3210 g/cm3
  Layer # 2 -  100 % of Si
икикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикик
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   8.6555E+03 -3.5247E+02 -3.7957E+02
0000002   8.4493E+03 -1.6801E+02  1.3387E+03
0000003   9.6806E+03 -7.4114E+02  8.3512E+02
0000004   8.7227E+03  1.9851E+02 -4.7181E+02
0000005   8.0594E+03 -7.6693E+02 -2.0954E+03
0000006   9.0193E+03  1.2114E+03  6.2415E+01
0000007   8.0727E+03 -1.5824E+03  1.0491E+03
0000008   8.9103E+03 -6.3455E+02 -1.4171E+02
0000009   7.9993E+03 -6.8716E+02 -1.4317E+03
0000010   8.7776E+03  2.3611E+02 -8.9667E+02
0000011   8.6928E+03  7.9990E+02  4.0145E+02
0000012   8.4603E+03  1.0194E+03  1.8091E+02
0000013   8.4130E+03 -2.4795E+03  8.5867E+02
0000014   8.7450E+03  1.4427E+02 -1.1542E+03
0000015   8.1662E+03 -1.1150E+03 -2.8378E+02
0000016   8.5716E+03 -1.3573E+03 -4.7134E+02
0000017   8.7750E+03 -7.6886E+02 -8.9695E+02
0000018   7.1859E+03 -1.7597E+03  8.2526E+02
0000019   9.1169E+03 -1.1079E+03 -7.9450E+02
0000020   8.1092E+03 -2.5545E+03  2.3866E+03
0000021   7.7821E+03  5.2417E+02 -9.9359E+02
0000022   8.4181E+03  1.2837E+03 -9.1282E+02
0000023   9.4124E+03  2.8707E+02  1.1754E+03
0000024   8.1295E+03  7.7907E+02 -1.2103E+03
0000025   8.8927E+03 -8.0268E+02 -7.7101E+02
0000026   9.8031E+03 -5.9264E+02 -3.9480E+02
0000027   9.7234E+03 -6.7796E+02 -1.3543E+03
0000028   8.1438E+03 -3.6384E+01 -1.0994E+03
0000029   8.4191E+03  1.0323E+03 -1.7169E+03
0000030   9.0270E+03 -1.6346E+02 -1.6045E+02
0000031   8.3618E+03  2.2073E+02  1.2200E+03
0000032   8.2419E+03 -7.0328E+01 -1.5010E+03
0000033   9.2919E+03  1.0380E+03  9.3339E+01
0000034   8.6803E+03 -8.2919E+02 -1.8618E+03
0000035   9.1003E+03 -4.7541E+02  3.9610E+02
0000036   9.0619E+03 -1.7150E+03 -1.2840E+03
0000037   8.2366E+03 -8.4562E+02 -7.2269E+02
0000038   7.9450E+03  2.7399E+02 -1.2915E+03
0000039   9.3330E+03 -3.9983E+02  8.8356E+02
0000040   8.3450E+03  1.0870E+03  1.1307E+03
0000041   8.5994E+03  5.5685E+02  7.1610E+02
0000042   9.2483E+03 -1.1314E+02  4.0224E+02
0000043   8.6745E+03  9.8459E+01 -6.7597E+02
0000044   7.4854E+03  1.0887E+03 -9.4330E+02
0000045   8.5034E+03  7.9515E+02 -2.1632E+03
0000046   8.7829E+03  1.6521E+03 -4.7564E+01
0000047   8.8332E+03  3.3566E+02 -3.3533E+02
0000048   9.2985E+03  1.2629E+03  6.6800E+02
0000049   7.8641E+03 -1.9415E+03 -1.3192E+03
0000050   9.1503E+03 -4.7958E+01  9.5390E+02
0000051   8.7806E+03  3.9760E+02 -2.1582E+01
0000052   7.9822E+03  1.7246E+02  1.1249E+03
0000053   9.3996E+03 -2.0827E+02 -8.1798E+02
0000054   9.2742E+03  1.0183E+03  6.5518E+02
0000055   8.2157E+03  5.1232E+02 -6.3330E+02
0000056   7.5689E+03  2.6376E+03  4.9124E+02
0000057   8.7227E+03  7.1339E+02 -1.2163E+03
0000058   8.0878E+03 -1.1901E+02 -1.0855E+03
0000059   8.9310E+03  6.2887E+02 -8.3352E+02
0000060   9.0391E+03 -2.3954E+02 -9.4283E+00
0000061   8.2196E+03 -1.0155E+03  1.1297E+03
0000062   8.1048E+03 -1.1939E+03 -3.0756E+03
0000063   9.1546E+03  1.4120E+03 -1.4922E+02
0000064   6.7056E+03  8.9659E+02 -2.4540E+03
0000065   9.0224E+03  1.4180E+03 -1.0203E+03
0000066   8.1059E+03  8.7108E+02  5.0344E+02
0000067   8.8991E+03  1.7789E+02 -1.2317E+03
0000068   8.9044E+03  1.4269E+03  1.4334E+03
0000069   8.4132E+03  9.7409E+01 -3.5398E+03
0000070   8.3700E+03  1.0959E+03  2.6971E+02
0000071   8.6198E+03 -2.2064E+03 -6.5007E+02
0000072   8.4624E+03  1.5293E+03 -1.4812E+03
0000073   8.8841E+03  8.4446E+02  7.6847E+02
0000074   9.1391E+03 -5.2939E+02 -1.2417E+02
0000075   8.5282E+03  2.0801E+03 -5.1734E+02
0000076   9.3337E+03  7.1279E+02  1.3065E+03
0000077   8.1043E+03  3.8053E+02  7.5780E+02
0000078   8.7230E+03 -3.0785E+02 -1.1166E+03
0000079   8.4923E+03 -3.5775E+02 -1.1740E+03
0000080   9.2479E+03  3.3032E+02 -1.0172E+02
0000081   8.3217E+03  1.2679E+03 -7.5252E+02
0000082   7.8799E+03 -1.2230E+03  2.0192E+03
0000083   8.0080E+03  2.6367E+02 -7.8146E+02
0000084   9.6113E+03 -2.0476E+03 -1.1590E+03
0000085   8.6259E+03 -5.7219E+02  2.7340E+02
0000086   9.3910E+03  1.4077E+03 -1.2396E+02
0000087   7.7332E+03 -3.7818E+03  5.5847E+02
0000088   8.3466E+03  4.6293E+02 -2.0921E+03
0000089   8.0454E+03 -1.8732E+03  1.9677E+03
0000090   9.0930E+03 -1.4919E+02 -1.4936E+03
0000091   8.0840E+03 -3.9034E+02 -1.3607E+03
0000092   5.3266E+03 -4.2319E+03  4.5245E+02
0000093   8.5088E+03  2.5314E+03  7.2235E+02
0000094   8.1350E+03  1.2121E+02 -9.4532E+02
0000095   6.7570E+03  2.5052E+03 -3.0681E+03
0000096   2.3013E+03 -2.0210E+03 -1.8010E+03
0000097   8.8909E+03  7.7971E+01 -1.5551E+03
0000098   8.0133E+03 -8.3674E+02  1.6729E+03
0000099   8.3006E+03  2.0390E+03 -1.5381E+03
0000100   7.9961E+03 -1.8574E+03 -1.4755E+03
