============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  H (01)   Ion Mass= 001.0080
Energy  = 1800000.E-03 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Si_Top    
  Layer # 1 - Bottom Depth=300000.E+01 A
  Layer # 1 - Density =0002.3210 g/cm3
  Layer # 1 -  100 % of Si
икикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикик
  Layer # 2 - Si_Bottom 
  Layer # 2 - Bottom Depth=600000.E+01 A
  Layer # 2 - Density =0002.3210 g/cm3
  Layer # 2 -  100 % of Si
икикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикик
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   4.0956E+05 -1.1713E+04 -1.1834E+04
0000002   3.9697E+05  7.1175E+03 -2.1521E+03
0000003   4.0522E+05  6.1368E+02  7.7518E+03
0000004   4.1710E+05  9.2430E+02 -1.2091E+04
0000005   4.2159E+05  1.0801E+04 -2.4617E+03
0000006   4.1518E+05  2.9174E+04 -1.1579E+04
0000007   3.9968E+05 -1.2357E+03  1.0837E+04
0000008   4.0997E+05 -1.3928E+04 -1.3538E+04
0000009   4.1046E+05  3.3899E+04  2.2349E+04
0000010   4.0874E+05 -1.6536E+04  3.2464E+03
0000011   4.1356E+05 -1.8381E+03 -6.3724E+03
0000012   4.0997E+05  8.6805E+03  3.4967E+03
0000013   4.1620E+05 -3.8285E+03 -1.2967E+04
0000014   4.1389E+05 -2.5701E+04  2.8831E+03
0000015   4.1424E+05  2.7829E+04  1.6336E+04
0000016   4.0936E+05 -2.0328E+04 -2.9334E+04
0000017   4.1253E+05  2.5260E+04  1.3449E+04
0000018   3.9856E+05  1.0702E+04  3.9794E+03
0000019   4.2092E+05  2.7016E+04 -1.8273E+04
0000020   4.2014E+05  7.5641E+03 -3.5989E+03
0000021   4.0798E+05  2.3752E+04  1.7537E+03
0000022   4.0493E+05 -5.7082E+03  6.8920E+03
0000023   4.0363E+05  7.3760E+03 -5.1016E+03
0000024   4.1872E+05 -4.9375E+03  6.4652E+03
0000025   4.1117E+05 -3.8671E+04  3.3307E+03
0000026   4.1098E+05 -2.3070E+04  4.8459E+03
0000027   4.0016E+05  1.2137E+04 -1.8052E+04
0000028   4.1578E+05  1.1452E+04  1.2691E+03
0000029   4.1371E+05 -6.6870E+02 -1.5245E+04
0000030   4.2101E+05 -3.0430E+03 -3.9611E+03
0000031   4.1149E+05  2.8411E+04  1.7752E+04
0000032   4.1584E+05 -9.1511E+03  1.0404E+04
0000033   3.9514E+05 -9.0189E+03 -3.2334E+04
0000034   4.0337E+05  8.9095E+03  1.4828E+04
0000035   4.1771E+05  3.1102E+03  4.4436E+03
0000036   4.2293E+05  2.0325E+04  7.0006E+03
0000037   4.0548E+05 -1.0777E+04  2.0441E+04
0000038   4.1650E+05 -9.5190E+02  4.1895E+03
0000039   4.2004E+05 -2.0336E+04 -4.8716E+03
0000040   4.2373E+05 -2.3862E+04 -1.3228E+04
0000041   4.1491E+05 -1.4844E+04 -1.7347E+04
0000042   4.0202E+05  3.3896E+04 -6.5961E+03
0000043   4.1030E+05  1.1406E+04  1.6525E+03
0000044   4.0790E+05  2.4845E+04 -1.7282E+04
0000045   4.0416E+05  7.2572E+02  3.7179E+04
0000046   4.1568E+05 -2.7676E+04 -4.1262E+03
0000047   4.0778E+05  2.5985E+04 -1.5043E+03
0000048   4.2008E+05  4.1019E+03 -1.1821E+04
0000049   3.9979E+05 -4.0991E+02  2.5187E+04
0000050   4.0274E+05  7.9650E+03  1.1831E+04
0000051   4.1318E+05  2.1683E+04  1.1103E+04
0000052   4.0118E+05 -1.8510E+03 -5.0861E+03
0000053   3.9780E+05  1.7874E+04  3.0808E+04
0000054   4.1216E+05  2.9108E+04  1.3474E+04
0000055   4.1219E+05  2.6369E+04 -6.5654E+03
0000056   4.1177E+05 -1.8619E+04  1.2270E+04
0000057   4.1474E+05  9.5381E+03 -1.8554E+04
0000058   4.1027E+05  2.8286E+04 -8.5861E+02
0000059   4.1397E+05 -2.2779E+03  5.6916E+03
0000060   4.1843E+05 -5.2090E+02 -1.3653E+04
0000061   4.0436E+05  2.7301E+04 -3.5931E+04
0000062   4.0723E+05  4.1927E+02  7.5197E+02
0000063   4.1877E+05 -2.3759E+04 -1.3208E+04
0000064   4.1301E+05  8.1025E+02  1.7527E+04
0000065   4.1328E+05 -1.0971E+04  2.3314E+04
0000066   3.9813E+05  1.4216E+04 -2.4689E+04
0000067   4.1764E+05 -1.1972E+04  7.9800E+03
0000068   4.2670E+05  1.4759E+04 -1.2272E+04
0000069   4.1526E+05  4.3281E+02 -3.1866E+03
0000070   4.1315E+05  1.0596E+04 -2.5168E+03
0000071   4.0626E+05 -1.2788E+04  5.0208E+04
0000072   4.1078E+05 -4.3676E+04  2.3187E+03
0000073   4.1623E+05 -8.0280E+03 -6.9556E+03
0000074   4.0409E+05  3.7530E+04 -6.0783E+03
0000075   4.1898E+05  8.9287E+03  1.3928E+04
0000076   4.0788E+05  2.5231E+04  1.2576E+03
0000077   4.1171E+05  3.3779E+04 -5.0026E+03
0000078   4.1592E+05  7.5160E+03 -1.3898E+04
0000079   4.0117E+05  9.8851E+03  3.0323E+04
0000080   4.0781E+05 -2.5095E+04 -1.5076E+04
0000081   4.0934E+05  7.7075E+03  3.7649E+03
0000082   4.2006E+05  1.6283E+03  1.0176E+04
0000083   4.0538E+05  2.3196E+04  1.3874E+04
0000084   3.5667E+05  5.6799E+04  3.3409E+04
0000085   4.1762E+05 -3.0249E+03  2.1725E+04
0000086   4.1201E+05  2.7124E+04 -4.4029E+03
0000087   4.0106E+05 -4.0684E+03  4.0451E+03
0000088   4.0407E+05  3.8956E+03 -3.3380E+03
0000089   4.1377E+05 -3.3704E+04 -8.0105E+03
0000090   4.1557E+05  1.6132E+04 -1.0206E+04
0000091   4.0101E+05  1.4484E+04  6.6948E+03
0000092   4.0326E+05  1.3485E+04  3.8287E+04
0000093   4.1180E+05 -4.1161E+03  3.0711E+04
0000094   4.0275E+05 -1.3902E+04 -1.0166E+04
0000095   4.0557E+05  2.4058E+04 -5.8676E+03
0000096   4.1015E+05 -1.8177E+04 -2.3976E+03
0000097   4.1551E+05  4.0935E+04 -1.2295E+04
0000098   4.1008E+05 -5.9345E+03  3.7484E+03
0000099   3.9991E+05 -9.1449E+00 -8.5081E+03
0000100   4.0184E+05 -1.2060E+04  2.8103E+04
0000101   4.1477E+05  1.7999E+03 -2.8957E+04
