============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  H (01)   Ion Mass= 001.0080
Energy  = 4500000.E-03 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Si_Top    
  Layer # 1 - Bottom Depth=300000.E+01 A
  Layer # 1 - Density =0002.3210 g/cm3
  Layer # 1 -  100 % of Si
икикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикик
  Layer # 2 - Si_Bottom 
  Layer # 2 - Bottom Depth=600000.E+01 A
  Layer # 2 - Density =0002.3210 g/cm3
  Layer # 2 -  100 % of Si
икикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикикик
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   1.8143E+06 -5.9032E+04 -4.7823E+03
0000002   1.8643E+06  3.2247E+04  3.2098E+04
0000003   1.8468E+06 -9.1359E+04 -6.3981E+03
0000004   1.8461E+06 -4.7727E+04 -9.8165E+04
0000005   1.7929E+06  1.0990E+04 -5.3002E+04
0000006   1.8583E+06  1.2608E+04 -1.4460E+05
0000007   1.7799E+06 -3.9158E+04  1.9148E+04
0000008   1.9070E+06 -1.5951E+04 -2.5956E+04
0000009   1.8270E+06 -9.0566E+04  5.6349E+04
0000010   1.8633E+06 -8.0364E+02 -8.1528E+04
0000011   1.8185E+06  8.1793E+04  7.0997E+03
0000012   1.8778E+06 -1.1852E+05 -1.1001E+05
0000013   1.8579E+06  2.5956E+04 -3.6809E+04
0000014   1.8286E+06  7.5361E+03  2.9671E+04
0000015   1.7965E+06  3.1262E+04  4.8102E+04
0000016   1.8091E+06  8.2253E+04  9.6674E+04
0000017   1.7648E+06  1.1280E+05 -8.7911E+01
0000018   1.8255E+06 -6.0704E+03 -5.0729E+04
0000019   1.8531E+06  5.5381E+04 -1.8276E+04
0000020   1.7971E+06 -7.5416E+04 -6.2065E+04
0000021   1.7534E+06 -1.0267E+05 -1.4004E+05
0000022   1.8196E+06 -7.9568E+02 -4.4921E+04
0000023   1.7837E+06 -3.0665E+04 -9.4494E+03
0000024   1.8520E+06  3.9796E+04 -3.2212E+04
0000025   1.8738E+06  4.2598E+04 -4.1125E+04
0000026   1.8177E+06 -1.3618E+05  3.9282E+04
0000027   1.8150E+06  3.7971E+04 -8.4349E+04
0000028   1.8086E+06 -9.3653E+04 -1.4710E+04
0000029   1.8229E+06  8.7675E+04 -1.2187E+05
0000030   1.8484E+06 -3.9939E+04 -4.2279E+04
0000031   1.8451E+06 -3.0830E+04 -9.2836E+03
0000032   1.8310E+06  1.2754E+05 -4.8559E+04
0000033   1.8000E+06 -7.5164E+04  5.3508E+04
0000034   1.8449E+06 -1.4892E+04 -2.2443E+04
0000035   1.8297E+06 -2.1416E+03  1.1479E+05
0000036   1.8300E+06 -4.8797E+04 -3.7517E+04
0000037   1.8527E+06  7.9031E+03 -2.5358E+04
0000038   1.7985E+06 -1.5020E+05  2.2284E+04
0000039   1.7854E+06  9.2037E+04 -1.0343E+05
0000040   1.8405E+06  5.0992E+04 -4.3025E+04
0000041   1.8203E+06  4.0591E+04 -4.6850E+04
0000042   1.8300E+06 -6.1352E+03 -9.8460E+04
0000043   1.8511E+06 -1.5936E+04 -3.4827E+04
0000044   1.8001E+06 -1.5492E+05  4.3138E+04
0000045   1.8141E+06 -1.1087E+05 -1.1175E+05
0000046   1.8578E+06  8.5705E+04 -3.4595E+04
0000047   1.8292E+06  8.8839E+04 -9.0663E+04
0000048   1.8583E+06  1.4064E+05 -2.6421E+04
0000049   1.8663E+06 -4.4903E+04 -2.5526E+04
0000050   1.8164E+06 -1.2363E+05 -3.7823E+04
0000051   1.8692E+06  1.2581E+04  1.5435E+04
0000052   1.7544E+06 -1.4274E+05  1.4893E+04
0000053   1.8258E+06 -6.3815E+04 -3.2906E+04
0000054   1.8004E+06  9.7889E+04  2.8290E+04
0000055   1.8283E+06 -4.7764E+03 -9.8818E+03
0000056   1.8354E+06  6.3845E+04  7.0994E+04
0000057   1.8611E+06 -7.5857E+03 -5.5100E+04
0000058   1.8891E+06 -7.8342E+04  4.7225E+04
0000059   1.8646E+06 -7.9324E+04  8.3340E+04
0000060   1.8424E+06 -1.1266E+04  4.2502E+04
0000061   1.7784E+06  1.7812E+04  9.4592E+02
0000062   1.7785E+06  1.1414E+04  1.4419E+04
0000063   1.8447E+06 -7.5008E+04  7.9246E+04
0000064   1.8463E+06  6.1555E+04 -1.2970E+05
0000065   1.8155E+06 -7.7019E+04 -4.3267E+04
0000066   1.7971E+06 -1.6988E+04  3.3656E+04
0000067   1.8284E+06 -3.3542E+04 -2.9681E+04
0000068   1.8864E+06 -4.1883E+04  5.4966E+04
0000069   1.8457E+06 -8.3828E+04 -4.6567E+04
0000070   1.8431E+06  1.3809E+04  2.5929E+04
0000071   1.8100E+06  3.7706E+04 -1.0898E+05
0000072   1.8342E+06 -1.1270E+05  1.1021E+05
0000073   1.8523E+06 -4.6252E+03  2.7067E+04
0000074   1.8864E+06 -2.8939E+04 -8.9481E+04
0000075   1.7850E+06  3.5606E+04  3.5460E+03
0000076   1.8322E+06  5.2335E+04 -6.3466E+04
0000077   1.8735E+06 -5.4020E+04  3.0670E+04
0000078   1.8178E+06  9.1191E+04  7.4541E+03
0000079   1.8421E+06  2.0954E+04  8.3036E+04
0000080   1.8104E+06  9.1592E+04 -1.2374E+04
0000081   1.8045E+06 -1.5753E+04  6.5588E+04
0000082   1.8303E+06 -4.7044E+03  6.2299E+04
0000083   1.8424E+06  3.9479E+04 -1.5609E+04
0000084   1.8375E+06  3.0897E+04  6.9026E+04
0000085   1.8487E+06  4.6563E+04  7.5878E+04
0000086   1.8413E+06 -7.1132E+04  7.5754E+04
0000087   1.8820E+06  1.6789E+05  1.3693E+05
0000088   1.8129E+06  3.5831E+04 -1.8574E+05
0000089   1.8275E+06 -2.5583E+04  7.6871E+03
0000090   1.8669E+06 -2.8254E+04 -2.5102E+04
0000091   1.7945E+06 -1.0298E+05  3.0904E+04
0000092   1.8441E+06  4.4180E+04  9.6140E+04
0000093   1.8500E+06 -1.2001E+03 -1.4970E+04
0000094   1.8072E+06 -4.2877E+04  3.2784E+04
0000095   1.8100E+06 -4.0986E+04  7.0990E+04
0000096   1.8515E+06  3.7044E+04  3.8918E+04
0000097   1.8491E+06  3.4038E+04  4.8782E+04
0000098   1.8639E+06 -6.8830E+04  1.4393E+04
0000099   1.8357E+06 -4.1629E+04  9.6322E+04
0000100   1.8481E+06  3.2501E+04  5.8066E+03
