idx	impl	1H_DSSD_E	1H_Veto_E	2H_DSSD_E	2H_Veto_E	3H_DSSD_E	3H_Veto_E	3He_DSSD_E	3He_Veto_E	4He_DSSD_E	4He_Veto_E
322	32200000	894900	1026470	1630310	1854180	2375280	2455850	10431660	19079322	13848480	18351520
323	32300000	1070120	970810	1668030	1861510	2343480	2522410	10610530	20208898	13671060	18628940
324	32400000	1065370	978290	1609030	1686570	2397680	2389240	10399450	19104891	13692430	18707570
325	32500000	826210	1200270	1672180	1896340	2329170	2640110	10782610	20005586	13890990	18609010
326	32600000	991300	948140	1739730	1844080	2275650	2487660	10296360	17233924	13484200	19115800
327	32700000	852540	989040	1705190	1731980	2284890	2448630	10511070	18082603	13865010	18834990
328	32800000	983190	1057360	1738480	1747220	2391730	2457880	10379480	18230342	13153480	19646520
329	32900000	903280	1019480	1695580	1683440	2275850	2456440	9977710	17300655	13450300	19449700
330	33000000	1063590	907690	1691030	1773620	2319390	2378320	10737420	19395559	13423310	19576690
331	33100000	918670	1046230	1599730	1761250	2319320	2516090	10364410	17501825	12938390	20161610
332	33200000	873580	939310	1620240	1817040	2321090	2216450	10107830	16918078	13318570	19881430
333	33300000	1050770	766640	1715570	1887740	2362880	2394130	10125620	16935951	13264450	20035550
334	33400000	947660	1039220	1655870	1742770	2287390	2489330	9931340	16402650	13181040	20218960
335	33500000	966940	1000310	1522230	1649000	2222440	2375390	9978840	15714690	13098690	20401310
336	33600000	901660	1021510	1619020	1705460	2232790	2459180	9868590	15943048	13279240	20320760
337	33700000	886100	985260	1480930	1763010	2130260	2314280	10187270	16115229	12918780	20781220
338	33800000	883590	974190	1742630	1692690	2262340	2470530	10030270	15454209	12541120	21258880
339	33900000	968820	849040	1509970	1804770	2342190	2284450	9878350	15533328	12990710	20909290
340	34000000	961560	1016580	1752450	1729740	2320280	2254680	9931560	15398752	13261250	20738750
341	34100000	1004520	984290	1616120	1798360	2244760	2322630	10018910	15357251	12831660	21268340
342	34200000	868230	846530	1567710	1783500	2213490	2377110	10147970	14922293	12549240	21650760
343	34300000	1003770	910100	1703600	1819510	2314770	2362130	9682670	14751753	12786840	21513160
344	34400000	892930	969050	1730930	1743190	2216880	2319010	9833270	14842980	12556780	21843220
345	34500000	840340	943670	1633170	1685840	2143950	2343900	9765020	14699730	13006940	21493060
346	34600000	831990	1033200	1645380	1718600	2186600	2290240	9450940	14171760	12759150	21840850
347	34700000	914380	810240	1598800	1814660	2125780	2500050	9819320	14820650	12526560	22173440
348	34800000	890470	921860	1712130	1676620	2242710	2257450	9574950	14391030	12474680	22325320
349	34900000	1070420	880380	1704190	1737370	2204350	2373940	9821910	14431460	12505080	22394920
350	35000000	868860	861160	1594330	1729750	2318520	2269700	9454850	14101220	12609460	22390540
351	35100000	871200	1041360	1550210	1573730	2184990	2368780	9562430	14429130	12240410	22859590
352	35200000	940310	934380	1506610	1558780	2148430	2357520	9857270	14440280	12186150	23013850
353	35300000	1001910	916960	1693560	1773790	2215780	2292600	9205500	13074870	12092550	23207450
354	35400000	851930	1017250	1685030	1801920	2224830	2281210	9341280	13290430	12323840	23076160
355	35500000	968860	871910	1551330	1676240	2150750	2298590	9585430	13752940	12166830	23333170
356	35600000	938060	834180	1448570	1568980	2221950	2340200	9599870	13979100	12123260	23476740
357	35700000	750930	1027400	1616520	1702620	2102500	2310200	9184100	12837150	12247620	23452380
358	35800000	969510	969990	1622380	1565680	1961090	2361240	9640950	13722370	12441560	23358440
359	35900000	973010	762060	1560250	1602970	2222880	2192960	9322020	13178920	12070310	23829690
360	36000000	988250	948820	1614310	1623870	2296680	2228610	9487960	13322390	11824430	24175570
361	36100000	812630	894100	1590500	1704200	2162910	2141830	9216150	13339240	12358840	23741160
362	36200000	836590	980300	1625310	1713100	2262730	2303870	9498750	13698520	12093680	23169255.8
363	36300000	856290	827260	1620420	1633260	2236680	2262270	9332720	12480460	11954930	22885433
364	36400000	965840	880780	1692060	1688500	2208160	2340490	9454430	13080650	12100540	22951535
365	36500000	1091300	1045520	1599300	1621860	2090610	2356720	9002060	12497680	11837470	22657794
366	36600000	953670	851500	1499550	1634440	2055280	2303310	9018210	12532050	11796830	22117833
367	36700000	861260	871770	1557140	1484780	1995950	2258890	9343780	12831480	11928870	21206848
368	36800000	878010	843190	1546950	1583600	2128600	2380040	9062120	12739540	12031820	21929643
369	36900000	850740	916440	1696170	1603240	1987920	2119810	9253770	12456680	11733750	20485835
370	37000000	951600	914120	1482060	1579190	2090480	2140830	8981480	11993960	11700090	20195764
371	37100000	922630	905790	1542700	1671840	2135640	2227220	8848880	12344270	11679010	20429921
372	37200000	947550	868570	1544880	1537040	2177680	2184750	9044950	12209000	11754610	19898935
373	37300000	800120	1029180	1477480	1587110	2142650	2257860	8941070	12159630	11748570	20195647
374	37400000	864760	843710	1656200	1561160	2040980	2186350	9057070	12037520	11271910	18779951
375	37500000	879290	941560	1409190	1659310	2082200	2202100	9097150	12072350	11825580	20134247
376	37600000	810990	926650	1468090	1587930	2054530	2190130	8644280	11591950	11657100	19127530
377	37700000	989720	857130	1543610	1607870	2038000	2213670	9056530	12081230	11707490	19234424
378	37800000	969710	872930	1532340	1744380	1937780	2074410	8780160	11878390	11700590	18933919
379	37900000	954100	852700	1471110	1456530	2168710	2211780	8885410	12084530	11614350	18247488
380	38000000	887550	851700	1434490	1662980	1960340	2077910	8636030	11683440	11335300	18662872
381	38100000	784390	861960	1490050	1495700	2150050	2090020	8877260	11510820	11261390	18063115
382	38200000	919920	906450	1648680	1304360	2048360	2148580	8890000	11615970	11364010	18144653
383	38300000	914240	957120	1397450	1583330	1945550	2093040	8732640	11586980	11376810	17671025
384	38400000	749450	903630	1461120	1328290	2161530	2028750	8559450	11459600	11254240	17809388
385	38500000	848440	940190	1505740	1572070	1977800	1983690	8939410	11669640	11098360	17240300
386	38600000	933020	783940	1491950	1460190	2076870	2244020	8639660	11718400	11113160	17029770
387	38700000	812610	843230	1498510	1522050	1944690	2121890	9139680	11418450	11021980	16986280
388	38800000	980720	993930	1416650	1461960	2071960	2056620	8521190	11393310	11159770	16618470
389	38900000	789540	824930	1323160	1578580	1952640	2124600	8459360	11097980	11083230	17080570
390	39000000	962400	926960	1489320	1486820	2073860	2103240	8760930	11331490	11257570	17109530
391	39100000	757850	924140	1479590	1521380	2053570	2088950	8738370	11219720	11038070	16707720
392	39200000	852580	749590	1584130	1521410	1995520	1988790	8305280	11049980	11155840	16338290
393	39300000	840360	805860	1436170	1503740	2023900	2083510	8340260	10999040	10805730	16143630
394	39400000	866820	806470	1467240	1454850	2075670	2005680	8408400	11107780	11205820	16729350
395	39500000	781730	989000	1391270	1459070	2086080	2032260	8678190	10990940	10743340	16248930
396	39600000	842180	925330	1537790	1399450	1886980	2150580	8519510	10835710	10919760	16114810
397	39700000	875350	819610	1433210	1505390	1835540	1964270	8363360	10895860	10988260	16206160
398	39800000	899520	782560	1588080	1397180	1989620	2014430	8776320	11030050	10903430	15634290
399	39900000	800930	947320	1407660	1493100	2036550	2003670	8238550	10974450	11081480	16121180
400	40000000	774240	908980	1436570	1394520	2053050	1998450	8568730	11009290	10517920	15293770
401	40100000	721130	969360	1560680	1551270	1882780	2085720	8099690	10517720	10846310	16020520
402	40200000	884390	728470	1387060	1286360	1910230	2211880	8272380	10345050	10778260	15532230
403	40300000	827720	927800	1422000	1517190	1966390	2036280	8648170	10867580	10572340	15529300
404	40400000	807590	688700	1504040	1528360	1819250	2028030	8370970	10712790	10862460	15975900
405	40500000	811230	743830	1351750	1481230	1972250	2079620	8488330	10779650	10637280	15054590
406	40600000	759520	973730	1283100	1513730	2009270	2133600	8549860	10797840	10721710	14858460
407	40700000	746890	807160	1435320	1342450	2045570	2159240	8321390	10391470	10759130	15331850
408	40800000	793130	735980	1414490	1496180	2008410	2029260	8217620	10443170	10477850	14735270
409	40900000	871930	771320	1473510	1483980	1791400	2072220	8114820	10259280	10881910	15380250
410	41000000	833800	831990	1460630	1487240	1938080	2006400	8117300	10228000	10460580	14922470
411	41100000	745400	772020	1493550	1265960	1883510	2053290	8044820	9778510	10617100	14632370
412	41200000	717320	836090	1520060	1353350	1925440	2023920	8297840	10458660	10365570	14667670
413	41300000	834000	905940	1424450	1482930	1863090	2009220	8148240	10279220	10542550	14638480
414	41400000	723680	744420	1179450	1387850	1978410	2118570	8134250	10173620	10600920	14743350
415	41500000	763900	803970	1436780	1411170	1972690	2062070	8183260	9995940	10233800	14375590
416	41600000	726190	777190	1486360	1625210	1929810	1949870	7936200	9621320	10391640	14563370
417	41700000	781560	760170	1434660	1300340	1893550	2027930	8180390	10095430	10210700	14179820
418	41800000	797560	750000	1301060	1415800	1900040	2002320	8189660	10086220	10233380	13873400
419	41900000	677140	901230	1443790	1362440	1734280	2081830	8167970	9732700	10369420	14107820
420	42000000	656310	993640	1331420	1356920	1928650	2122570	8060040	10299970	10371320	14344510
421	42100000	942480	871540	1242590	1417950	1972350	2112820	8251530	9990380	10053240	13913610
422	42200000	763160	783940	1489600	1494630	1935470	2037610	8064290	9952830	10725580	14078950
423	42300000	813000	736270	1442310	1429080	1841970	1894490	8175130	9946790	10375330	13844100
424	42400000	763150	773810	1338380	1297050	1853930	1861970	8064340	9543270	10233010	13633040
425	42500000	773470	845260	1417180	1442130	1827990	2005770	8134860	9717970	10254570	13735680
426	42600000	716080	807100	1263220	1571270	1889080	2056410	7566610	9773060	10140460	13935580
427	42700000	681670	851740	1437090	1460600	1966650	2024970	7673820	9627390	10317810	13659960
428	42800000	631290	800540	1351560	1431970	1950060	1942770	7653920	9475320	10289570	13595820
429	42900000	613570	675450	1259190	1261000	1729790	2007630	7970370	9737760	10000650	13373940
430	43000000	878700	957480	1417940	1348870	1824190	1945630	7875260	9767960	10106880	13430860
431	43100000	854100	947580	1369050	1366130	1785510	1866900	8062970	9657830	9903610	13171960
432	43200000	731020	659710	1428280	1348450	1808510	2046120	7933930	9611130	9571660	13349670
433	43300000	801290	887350	1252790	1482090	1929810	1975780	7897900	9420730	10232950	13474070
434	43400000	762720	791530	1483000	1314960	1750390	1884240	7804830	9413570	9825090	13356720
435	43500000	718490	616440	1358470	1454820	1771720	1926230	8024360	9720060	10023580	13083970
436	43600000	770830	660130	1353650	1286180	1757370	1894510	7792230	9411420	10174290	13068940
437	43700000	904290	611760	1283840	1372510	1778620	1885740	8468440	11081440	9747380	12904930
438	43800000	843660	870390	1428710	1370240	1879440	1842710	8058400	9315140	9796640	12721600
439	43900000	865650	667110	1330390	1332060	1796140	1747810	7801560	9258430	10305050	12739660
440	44000000	651850	737330	1175040	1349920	1719510	1817610	7746790	9368580	10063750	13214540
441	44100000	771710	702280	1358460	1351000	1909410	1796780	7612460	9145990	9835350	12972910
442	44200000	868010	728310	1229850	1391690	1729750	1979900	7659240	8888400	9698500	12927280
443	44300000	722370	753110	1242870	1393580	1679300	1778570	7775510	9280510	9801890	12475250
444	44400000	742800	760030	1289810	1422600	1970570	1824920	7509500	9106830	9835440	12690300
445	44500000	718710	811960	1319150	1451450	1936150	1960960	7644940	9327260	9884750	12444970
446	44600000	827120	823780	1276580	1319650	1719890	1925380	7878440	9188550	9879390	12694520
447	44700000	627250	692220	1338600	1405730	1870010	1849630	7568700	8812540	9822940	12555550
448	44800000	769240	749620	1397940	1437920	1703420	1818360	7851240	8839760	9666350	12478560
449	44900000	682590	636760	1357350	1265040	1775320	1808250	7580970	9000480	9682120	12527950
450	45000000	729730	790590	1284480	1287050	1776120	1866500	7611860	8905620	9805890	12507000
451	45100000	707910	717940	1263400	1392740	1808730	2021850	7424700	8823910	9708390	12259160
452	45200000	856720	770280	1314540	1293620	1946270	1831290	7566410	8793140	9617630	12134790
453	45300000	809980	672320	1136450	1332190	1863980	1923970	7308190	8786020	9382010	12069190
454	45400000	669710	673680	1289750	1199370	1916830	1895270	7392620	9101520	9703080	12287720
455	45500000	726210	777570	1292470	1360620	1680090	1867580	7484220	8969030	9544560	12279800
456	45600000	673330	764520	1278000	1358470	1814880	2041090	7356720	9032000	10110500	12280160
457	45700000	556840	785830	1378180	1457690	1923170	1771340	7347340	8565250	9235410	11962950
458	45800000	809490	781430	1335110	1393790	1727350	1874980	7475950	8841730	9405690	11998810
459	45900000	678380	766920	1186920	1387650	1766940	1901790	7143360	8936930	9567920	12128610
460	46000000	732330	869280	1323970	1355800	1732180	1692220	7326920	8842030	9544720	11723700
461	46100000	811260	735530	1203630	1413330	1747870	1712490	7602370	8722910	9582290	11960080
462	46200000	725810	598530	1221050	1264290	1758820	1786000	7293910	8475170	9263730	11942450
463	46300000	839890	716950	1188710	1267500	1692240	1754780	7123420	8826360	9292870	11716500
464	46400000	636450	805740	1365140	1309210	1757110	1906280	7509710	8520750	9459100	11556910
465	46500000	807340	644930	1228070	1428230	1658110	1754290	7203130	8534490	9532320	11656890
466	46600000	469830	735830	1257140	1206890	1678170	1794420	7491550	8847860	9480220	11618670
467	46700000	801070	729040	1097330	1220430	1618960	1876150	7543750	8834340	9786500	12058770
468	46800000	782160	775820	1289700	1353070	1734030	1751500	7179350	8572980	9134380	11897610
469	46900000	711730	651270	1094500	1213920	1732560	1671470	7709670	8530950	9208790	11537180
470	47000000	550000	708100	1240610	1194060	1789130	1753240	7196430	8501870	9343330	11250230
471	47100000	802680	700590	1393720	1338910	1794650	1781140	7235540	8658560	9273470	11630320
472	47200000	852540	701470	1351980	1243350	1620110	1705280	7332570	8257200	9119500	11558600
473	47300000	875890	674910	1303980	1354700	1535870	1743460	7437420	8428290	8995640	11221440
474	47400000	754020	772970	1212280	1292500	1749230	1667070	7414860	8381550	9294270	11128980
475	47500000	725050	723640	1297820	1188910	1744950	1718870	7074210	8134550	9432100	11405760
476	47600000	797010	625070	1228550	1419020	1845090	1807450	7096830	8472710	9158020	11261440
477	47700000	944510	730080	1327750	1250940	1781010	1734440	7461670	8387760	9034050	10864110
478	47800000	838610	678710	1105120	1354080	1749640	1756610	7495850	8452380	9334390	11037330
479	47900000	748890	813760	1279100	1307070	1708820	1670600	7002800	8219690	9214360	11358710
480	48000000	846960	677850	1130260	1180460	1714810	1643980	7159940	8039480	9073400	10904060
481	48100000	689990	632040	1256730	1288260	1782410	1707900	7147070	8481810	9169690	11607170
482	48200000	824900	660270	1266360	1236650	1689970	1822280	7169540	8170300	9246180	11259870
483	48300000	662250	651970	1133780	1161890	1720960	1804440	6726320	8394350	9182810	11185550
484	48400000	736790	743280	1207020	1310040	1692580	1694700	7251460	8285450	9039320	10886220
485	48500000	665430	859170	1366170	1263130	1707720	1719400	7220320	8169190	8756430	10915930
486	48600000	635880	657850	1312530	1209680	1695450	1687890	6950980	8091180	8932110	11004420
487	48700000	708810	692770	1203040	1224710	1804980	1618340	7016980	8196170	9061790	10879580
488	48800000	673000	774590	1248490	1285030	1613190	1772350	7048120	8205070	8962970	10988060
489	48900000	781320	552430	1147870	1107150	1616000	1769840	7353450	7925750	9059850	10806240
490	49000000	691170	688780	1190590	1296410	1669630	1710380	6977980	8115250	8841860	10714670
491	49100000	802030	577980	1213650	1221590	1623200	1593620	7165020	7999070	9197250	10935710
492	49200000	801760	820400	1153420	1213130	1743900	1749840	7240830	8394880	8678100	10837220
493	49300000	727910	901910	1170890	1228980	1676030	1780210	7034820	8097950	8737550	10901420
494	49400000	766130	708900	1229060	1318610	1665260	1747110	7129750	8033160	8855220	10671910
495	49500000	722130	709880	1235390	1205600	1700210	1612230	7029480	7991750	9005160	10544100
496	49600000	795930	713610	1330450	1223050	1689880	1777990	7049150	8089320	8469560	10741810
497	49700000	715390	698850	1149010	1181660	1656190	1677090	7086520	7767250	8812030	10602640
498	49800000	667610	673740	1215490	1173690	1578550	1703900	6989490	8124000	8946410	10818840
499	49900000	758760	740250	1186760	1317940	1628530	1774360	6652920	7617150	8687760	10530550
500	50000000	769960	720940	1074260	1295120	1601120	1691350	6953390	7907080	8873820	10121080
501	50100000	668240	730450	1346020	1280230	1710390	1735160	6858490	7886470	8786100	10764270
502	50200000	798540	770130	1133520	1174960	1647060	1716190	7107450	8146080	8622320	10451410
503	50300000	786800	755520	1145310	1362310	1607780	1587300	6744810	7491830	8870380	10556960
504	50400000	741660	666190	1275250	1194530	1666140	1835850	6735930	7553470	8822900	10260870
505	50500000	733910	661400	1228970	1286530	1765910	1653560	6919410	7470200	8723220	10242370
506	50600000	653230	720060	1156060	1198060	1608630	1754540	6945900	7623330	8744880	10715820
507	50700000	677110	581920	1108200	1295140	1618210	1587520	6647780	7590920	8986840	10935960
508	50800000	749010	605800	1273520	1129110	1456300	1616300	6562720	7609350	8936350	10351470
509	50900000	682080	716520	1136370	1105180	1658390	1695880	6636970	7662010	8602370	10327230
510	51000000	679110	581670	1115900	1263810	1625050	1668230	6671370	7504650	8304840	10006070
511	51100000	637920	719110	1280880	1301660	1433070	1636630	6605870	7627380	8545250	10278890
512	51200000	627070	745930	1208560	1307460	1636760	1551560	6623660	7695430	8437200	10148280
513	51300000	779670	794160	1164390	1207460	1590550	1630420	7036580	8080880	8545670	9896400
514	51400000	547850	839030	1108890	1080450	1613290	1669720	6271190	7240430	8679750	10171790
515	51500000	540720	710380	1219100	1257570	1625780	1664950	6672730	7639820	8484200	10061240
516	51600000	687040	692850	1171500	1176170	1754810	1630100	6446250	7512980	8466030	9797160
517	51700000	688120	535880	1122030	1192210	1619790	1639030	6613720	7507900	8524100	10082020
518	51800000	554040	640760	1231050	1135750	1637380	1694090	6743670	7565330	8530750	9948310
519	51900000	599400	879730	1171920	1244960	1566410	1731060	6495720	7571610	8710210	10057600
520	52000000	735190	627560	1133350	1335000	1582100	1642540	6730010	7567810	8489520	9685940
521	52100000	642510	619060	1223060	1223840	1661300	1630280	6986560	7382560	8357290	9991250
522	52200000	580260	627900	1152290	1177920	1545250	1582560	6699970	7626240	8472230	9805660
523	52300000	678770	658640	1114800	1125420	1584330	1624190	6652220	7418770	8197680	9798880
524	52400000	852420	620670	1092200	1067650	1550480	1506630	6288350	7175510	8369740	9985170
525	52500000	706090	703040	1160290	1324140	1505200	1471060	6591710	7363820	8413490	9825950
526	52600000	543710	695580	1222690	1197910	1524080	1643610	6699120	7416340	8080030	9989860
527	52700000	653920	715430	1168250	1377960	1644770	1666300	6469710	7254460	8354000	9498600
528	52800000	818170	747280	1030960	1092660	1485540	1678660	6749060	7273920	8490230	9808490
529	52900000	652670	804730	1150190	1133820	1490240	1630560	6433110	7380030	8125170	9680840
530	53000000	600810	665940	1100060	1165840	1459110	1720350	6786730	7425430	8254410	9663710
531	53100000	577870	499600	1102980	1205120	1653890	1564840	6481250	7191480	8217760	9639140
532	53200000	599290	798760	1194130	1168870	1649520	1674670	6432040	7205350	8296340	9646900
533	53300000	681620	702190	1108100	1283460	1623140	1617620	6579470	7325980	8414000	9709140
534	53400000	787760	720310	1247170	1256390	1554710	1540560	6524910	7268140	8217660	9725910
535	53500000	556140	660970	1073260	1059680	1482040	1563980	6762000	7293950	8227000	9507590
536	53600000	674390	736320	1181340	1062860	1654210	1575030	6090500	7304240	8142200	9815570
537	53700000	742060	668050	1083500	1198310	1626200	1654530	6376520	7412850	8348040	9823510
538	53800000	737060	578340	1107150	1126350	1620460	1651100	6555850	7655410	8219380	9328840
539	53900000	651000	695120	1124610	1137670	1481270	1772650	6563300	7300070	8138300	9559500
540	54000000	579330	624840	1146620	1060490	1600200	1591850	6243150	7151170	8063820	9149140
541	54100000	556010	721320	1111370	1177280	1443710	1593960	6415590	7337040	8283370	9713910
542	54200000	735070	593600	1126250	1108760	1490010	1593390	6260120	7367400	8046080	9625330
543	54300000	711940	537660	1163490	1131570	1495330	1498320	6388730	7169380	8088940	9387800
544	54400000	680450	605040	1119580	981500	1521560	1663260	6298170	7307320	8224220	9592180
545	54500000	686570	733450	1141590	1075940	1616310	1680160	6860420	7023490	8163300	9249860
546	54600000	735150	608950	1074320	1176450	1524890	1577980	6344270	7131540	8261520	9409690
547	54700000	733670	799110	1114900	1209480	1553390	1533380	6526690	7030880	8383150	9544860
548	54800000	668370	593600	1080060	1153210	1696250	1533550	6484820	7122490	7791080	9351790
549	54900000	644140	731920	1140450	1137860	1463450	1504470	6561310	7376140	7979610	9152220
550	55000000	641410	677730	1137950	1003610	1447130	1572970	6420020	6872020	7778340	9249120
551	55100000	540960	455370	1061380	1075960	1384440	1453320	6277140	7197570	8018600	9033840
552	55200000	595050	590600	1160120	1080560	1574830	1534840	6229470	7128090	7980590	9439720
553	55300000	570730	587580	1120260	1282240	1522450	1601390	6312910	6944430	8154600	9085050
554	55400000	615290	617200	1145640	1135920	1471250	1503410	6367820	7096070	7921200	9409970
555	55500000	600710	641870	1135520	1060080	1537300	1560480	6250780	6937280	7940680	9324940
556	55600000	663550	580250	1051970	1102740	1424810	1508170	6227930	7078930	7988880	9223830
557	55700000	634330	664530	1015710	1216660	1458710	1597360	6072470	7009740	7870580	9157180
558	55800000	659900	597480	931120	1239290	1411390	1537900	6475690	6846880	8020990	9209220
559	55900000	644950	591950	1109620	1059360	1488170	1402190	6145460	7051250	8104910	9023070
560	56000000	769950	664590	1197330	1135860	1603510	1475420	6337180	6786290	8091750	9032980
561	56100000	639690	558370	1146590	1239130	1506800	1355790	6296980	6753180	8006320	9163330
562	56200000	673170	764010	978050	1113130	1418930	1570340	5958860	6673550	7528570	9151030
563	56300000	709290	583480	962260	1089440	1460500	1644770	6276140	6827570	7921400	8696240
564	56400000	549850	667250	1169990	1196210	1522360	1475650	6355910	6618550	7946560	9196310
565	56500000	621750	632840	1113630	903980	1480680	1648090	6131740	6587810	7598750	8822150
566	56600000	786890	586400	1083990	1104580	1388250	1506500	6148870	6670180	7630350	9058570
567	56700000	695390	593290	1028940	1101810	1424240	1499020	6134150	6628730	7775230	8894480
568	56800000	676730	580820	1188220	1237870	1408320	1627370	6331980	7001620	7802720	8750550
569	56900000	573210	559130	916450	1007970	1540190	1534430	6184080	6998400	7789910	8745040
570	57000000	500950	530640	1068160	1088430	1400920	1424490	6316200	6975630	7632250	8692540
571	57100000	594010	594220	1155780	1021370	1580700	1420590	6299220	6487860	7840660	8868680
572	57200000	568550	746010	1174890	1075070	1487830	1564160	6299340	6685010	7599590	8903520
573	57300000	610310	631740	1138390	1112510	1573490	1331090	6258180	6821050	8031220	8824710
574	57400000	675830	702860	1028720	1042890	1433220	1360330	6219410	6914100	7749300	9094310
575	57500000	560910	756050	1153200	1102170	1493230	1494780	5816010	6390820	7663360	8800670
576	57600000	595000	604370	963600	1166160	1461540	1389120	6025880	6583530	7718280	8738300
577	57700000	595720	541620	1101080	1084340	1529430	1517750	6207590	6929030	7600270	8922350
578	57800000	623170	674680	1084090	1111980	1481020	1478070	5679880	6633590	7420610	8578510
579	57900000	574970	693390	1000260	1102730	1377070	1529870	6197980	6596410	7454550	8437840
580	58000000	713640	679190	980200	1005120	1348460	1526050	6232070	6524710	7508320	8803410
581	58100000	604520	700930	975420	984710	1375550	1540640	6114290	6783170	7905890	8750870
582	58200000	747940	629400	1040910	1025780	1463040	1473280	6207250	6759800	7794130	8632180
583	58300000	723040	493590	993760	1079650	1380290	1544100	6086750	6491260	7489480	8651620
584	58400000	588350	696780	1121560	1243970	1560220	1481210	5815340	6616150	7581260	9029630
585	58500000	512550	607980	1019290	1051360	1371300	1311740	6123730	6660360	7315840	8551560
586	58600000	672290	484680	1045610	943410	1613720	1446090	6087890	6691910	7726790	8323560
587	58700000	557160	600120	998070	1100580	1467020	1592240	5752100	6558630	7413510	8660260
588	58800000	555530	642420	1115640	1037410	1523080	1576070	5821010	6483230	7559380	8283080
589	58900000	617680	496050	1120620	1184460	1257430	1496980	5596580	6495920	7945480	8754470
590	59000000	624260	552180	984360	1016610	1393190	1585370	5754460	6673940	7294180	8733410
591	59100000	553310	552150	930730	1039380	1317560	1467390	6043320	6800460	7505860	8643220
592	59200000	403900	544150	1026390	1095320	1642120	1648360	6104830	6519280	7689540	8308250
593	59300000	644760	754660	995470	1072750	1401390	1370320	5866690	6246350	7541830	8285050
594	59400000	765820	523280	983250	916760	1486110	1449790	5724630	6261390	7460920	8757810
595	59500000	658600	681440	1051460	1006990	1472090	1493340	5700270	6006620	7578650	8430630
596	59600000	692620	590710	1004150	965740	1414870	1497190	5598560	6179010	7306130	8277660
597	59700000	591420	563590	1056390	1090910	1542490	1245510	5548880	6343210	7491490	8480360
598	59800000	722080	652840	958930	1110220	1539900	1424080	5746090	6233860	7517810	8394470
599	59900000	622110	713630	933860	881780	1396510	1394860	5838820	6523610	7276030	8518900
600	60000000	700550	712150	1000690	1195860	1404480	1514900	5857720	6472120	7378790	8301680
601	60100000	657630	575830	1189010	1048550	1466050	1484810	5924810	6440910	7501750	8258820
602	60200000	643840	744420	1040570	1152300	1374440	1328350	5758160	6097500	7694110	8629150
603	60300000	729060	711370	1113950	985730	1360420	1472890	5748900	6155100	7423720	8351990
604	60400000	535640	492320	1055530	1098150	1384960	1360270	5999260	6474890	7380940	8222480
605	60500000	504030	658850	1093620	1034130	1358440	1532120	5615230	6499120	7462590	8349170
606	60600000	627190	662530	1047570	936570	1441470	1410350	6087760	6277450	7534770	8270190
607	60700000	568910	701530	927050	1031010	1297550	1260480	5866250	6397680	7478120	8721620
608	60800000	523780	597900	1094580	1014210	1478430	1394460	5895260	6371610	7508440	8241210
609	60900000	587460	587350	1040600	950420	1377280	1405250	5891220	6264370	7264850	8353670
610	61000000	597850	602620	904000	1065030	1484890	1275520	5818550	6426500	7385500	8178990
611	61100000	616430	723540	1046580	1113400	1318140	1476590	5531900	6601800	7171930	8074390
612	61200000	583250	607760	1094690	1218110	1410660	1409280	5893990	6621880	7260990	8307320
613	61300000	596590	631200	987040	1232590	1388010	1600730	5799380	6243320	7284700	8091640
614	61400000	630330	560200	1021850	902990	1434090	1452460	5783330	6320250	7280220	8343610
615	61500000	500730	646590	1093560	1083840	1333410	1321840	5762200	6173030	7369790	8276870
616	61600000	704970	678860	1015530	1117750	1317800	1444760	5525450	6362960	7230520	8096980
617	61700000	542080	546330	940710	969860	1394720	1422720	5743830	6001440	7218880	8041950
618	61800000	532500	571120	1036300	1064340	1264020	1373900	5768180	6131260	7244970	8073410
619	61900000	477480	457270	904400	1021520	1396730	1488110	5471720	6207030	7438120	8151100
620	62000000	646450	508000	969260	1059390	1351980	1392790	5778440	6176290	7327580	8248270
621	62100000	466480	649040	1065830	1046490	1527700	1309060	5573770	6037180	7163740	8140770
622	62200000	397690	577420	928700	1025810	1373680	1290770	5794030	6170390	7276830	7982510
623	62300000	505350	628750	969940	1067220	1446230	1278780	5690650	6215330	7198090	8170580
624	62400000	595390	483680	1079520	1008360	1465540	1515720	5762920	6216970	7005250	7990880
625	62500000	503220	525050	981420	1079680	1384290	1356200	5386710	6040860	7395580	7842080
626	62600000	496000	569280	1128850	993380	1324060	1499270	5524420	6003190	7306590	8092820
627	62700000	691460	587580	878530	877710	1269540	1452630	5336960	5938460	7060260	8058580
628	62800000	519520	536450	1008700	951050	1383550	1365050	5571540	6153680	7035760	7737450
629	62900000	522910	614900	1083500	1114590	1318600	1473450	5433480	6049570	6935590	7767340
630	63000000	514720	645880	943290	1005600	1332480	1410990	5672980	6057850	7123170	7692580
631	63100000	588720	619640	890700	882540	1318960	1436520	5531600	5937980	6817100	8035890
632	63200000	490120	738000	917750	961420	1344690	1360730	5509510	5972980	7296680	8187600
633	63300000	591920	750200	933870	970620	1343100	1440810	5873870	5916010	7131040	7809680
634	63400000	451590	497240	1023270	1042850	1269260	1430270	5393300	5768230	7343940	8070660
635	63500000	588350	547860	952440	942830	1410620	1244370	5869970	6321750	7063580	7824660
636	63600000	723000	422480	914410	874200	1493310	1364980	5278980	5850660	7430520	7719520
637	63700000	589970	592190	942050	1090240	1303700	1335820	5228680	6037870	7211300	7698910
