idx	impl	1H_DSSD_E	1H_Veto_E	2H_DSSD_E	2H_Veto_E	3H_DSSD_E	3H_Veto_E	3He_DSSD_E	3He_Veto_E	4He_DSSD_E	4He_Veto_E
638	63800000	559600	577510	1032810	883340	1224100	1406880	5711330	6042500	7238180	8133140
639	63900000	444550	618990	1167270	1110340	1318030	1385920	5307840	6349480	7097460	7855430
640	64000000	689270	735410	918270	898710	1456400	1275410	5662810	5865350	7119210	7890560
641	64100000	553790	514300	901020	933270	1434420	1412640	5350180	5825750	7073660	7482410
642	64200000	577830	570100	998280	923850	1416050	1434910	5454200	5971110	6677270	7393460
643	64300000	401160	549720	867770	1026570	1190620	1403140	5638650	6088080	7103940	7542070
644	64400000	567050	529070	906750	901820	1341250	1389540	5432880	6057380	6824170	7766240
645	64500000	517180	508620	940330	948880	1166370	1257860	5390650	6097680	6892590	7608010
646	64600000	578010	532260	987110	1022330	1324360	1381410	5465320	5749150	6877180	7758300
647	64700000	558250	671090	954380	1002910	1331420	1446850	5397420	6008660	6759840	7622380
648	64800000	705520	474610	890050	924360	1386100	1607550	5477510	6003450	6607160	7608150
649	64900000	500580	603510	1024890	971710	1362760	1449630	5360520	5714160	6843330	7747310
650	65000000	531250	620310	1114100	1036180	1317600	1386650	5710720	6062000	6911490	7868420
651	65100000	570200	586720	959840	985990	1385670	1303160	5395570	6046300	6683950	7738730
652	65200000	610470	437930	1006910	955800	1354020	1338920	5757930	5972380	7212860	7648270
653	65300000	462230	440690	872160	1021690	1325720	1407180	5354690	5651930	7103800	7613370
654	65400000	529020	454200	905830	1016330	1438160	1422770	5370360	5787010	6836620	7638130
655	65500000	634680	453220	806800	991120	1277380	1377060	5186790	5706280	6811520	7360040
656	65600000	537040	692300	932620	955270	1234410	1332380	5733920	6000280	6985600	7666830
657	65700000	524490	432040	860740	962340	1276750	1326980	5705590	5962860	6795280	7561340
658	65800000	509150	546420	933810	829610	1391790	1440040	5459090	5796510	6926460	7862020
659	65900000	643690	559890	958650	814760	1271750	1300630	5406090	5940400	6741160	7566280
660	66000000	447240	631950	1104120	1059750	1230150	1328080	5367560	5834030	6667280	7438080
661	66100000	529760	466450	1008800	959400	1395890	1418180	5500570	5932650	6949420	7721110
662	66200000	594960	458720	909810	835590	1288540	1276550	5381050	5481360	6821970	7192130
663	66300000	593980	542250	1084570	953330	1302550	1184530	5530300	5722700	6649270	7826170
664	66400000	614360	760490	937540	858740	1352050	1353580	5379450	5661370	6446250	7385970
665	66500000	462470	665350	844290	1109750	1330300	1399240	5380350	5781490	6688380	7488860
666	66600000	512530	491430	869870	1008350	1309940	1384540	5368690	5494120	7087120	7336640
667	66700000	529440	519360	932650	1048230	1259500	1333810	5347090	5796560	6504850	7099460
668	66800000	604730	564340	864700	1015520	1333730	1082310	5324250	5676400	6707550	7416810
669	66900000	518180	703680	1022630	884320	1391050	1155210	5237560	5915620	6755410	7516070
670	67000000	598520	476110	869370	1046380	1221670	1237060	5128820	5802380	6571990	7403340
671	67100000	410800	489140	912960	915680	1369450	1182250	5419680	5426380	6545540	7355230
672	67200000	594570	565120	919410	999880	1167100	1202930	5418280	5703880	6591540	7337010
673	67300000	555580	492710	1103730	884290	1324660	1350630	5533590	5770490	6796800	7602920
674	67400000	533670	551250	826850	967490	1264890	1356300	5351760	5694470	6390920	7004390
675	67500000	622520	476910	981880	924240	1300480	1389180	5545260	5626150	6990340	7317230
676	67600000	494620	472890	854400	902240	1454910	1360340	5109390	5591060	6549250	7337270
677	67700000	561700	624990	1149940	984060	1284690	1262770	5360520	5824360	6351830	7251490
678	67800000	485230	432130	935870	967430	1360470	1388350	5185820	5833340	6781300	7457110
679	67900000	487190	578640	1003690	834370	1151240	1254150	5145530	5555850	6598870	7433120
680	68000000	588660	526020	838890	944870	1349060	1316280	5228460	5290550	6892750	7410130
681	68100000	563910	693000	1035850	991010	1289880	1327240	4770720	5751430	6455180	7102710
682	68200000	574200	432550	798450	893600	1269830	1438080	5212820	5734510	6789970	7429870
683	68300000	570560	535030	825380	1063940	1341170	1451740	5105220	5720040	6651390	7390990
684	68400000	429460	616780	867130	922270	1356240	1258770	5182870	5846250	6849300	7396380
685	68500000	550430	524330	819240	873310	1422390	1278330	5133330	5747230	6761510	7080690
686	68600000	557880	537360	891260	985390	1251070	1243950	5148170	5675730	6762780	7198740
687	68700000	406470	562810	903050	1006270	1230180	1229920	5164380	5686820	6622290	7284150
688	68800000	460410	546200	825350	804560	1358470	1329040	5264210	5665650	6806720	7470540
689	68900000	552800	416200	937180	984020	1201180	1274610	5101230	5449450	6604510	7100500
690	69000000	623120	722020	1050260	887910	1270260	1311740	4695180	5565310	6683540	7360410
691	69100000	439870	554040	1113220	890420	1363860	1249360	5094470	5588680	6324140	7263220
692	69200000	562590	607110	992330	983160	1334870	1272080	5273070	5540950	6322730	7219260
693	69300000	518370	628780	912960	844210	1440800	1257540	5416190	5709320	6697560	7025010
694	69400000	714580	502180	925150	914270	1343510	1284300	5193990	5550720	6353560	7047910
695	69500000	572980	548560	901090	1034470	1375390	1201690	5062600	5839100	6886050	7289360
696	69600000	592680	608800	946040	898370	1280260	1338070	5034460	5290480	6766250	7094810
697	69700000	492000	419100	990900	936260	1167540	1273930	5135020	5576550	6582900	7033000
698	69800000	565350	543780	851550	915000	1313120	1291390	5170700	5548870	6130520	7236050
699	69900000	403430	377600	752640	925040	1345720	1373640	5122320	5344330	6441400	6921920
700	70000000	583750	534510	1006230	970010	1318870	1332940	5196870	5579000	6315130	7084120
701	70100000	525760	580460	865210	908260	1238630	1146680	5128180	5368530	6579810	7261320
702	70200000	584840	642650	927590	926740	1298090	1305790	5025860	5658120	6656190	6890000
703	70300000	470250	657220	876700	810990	1267120	1285920	4985030	5641540	6602130	6925870
704	70400000	515430	492840	839230	931290	1142100	1266320	5177180	5525600	6594600	6808910
705	70500000	492870	563410	799510	887360	1217100	1213800	5278860	5770260	6634150	7184450
706	70600000	410260	658330	905660	923710	1258190	1288410	5145130	5248780	6575970	6798720
707	70700000	374940	471180	1075190	832570	1282970	1307870	4860500	5327350	6431690	7023570
708	70800000	581460	567830	988180	973120	1332120	1176300	5101490	5431080	6165640	6959600
709	70900000	578330	473630	952290	979040	1238180	1340460	5278250	5357520	6421060	7175820
710	71000000	552510	475790	880050	1000520	1205770	1185520	5039630	5209290	6419560	6820990
711	71100000	506890	483300	990340	910540	1389690	1386290	5128170	5263600	6406110	7061600
712	71200000	603750	537570	855880	1045080	1175270	1305240	5052610	5642490	6662790	7142730
713	71300000	483500	570390	920970	850520	1267590	1259550	5328590	5402700	6538540	6715730
714	71400000	376600	618070	855320	879270	1199560	1238990	5067320	5457000	6359450	6857980
715	71500000	564090	430310	868510	866010	1300370	1220750	5124380	5513840	6275530	6843780
716	71600000	491830	406790	879400	885750	1349990	1230830	5167100	5172080	6283380	6637630
717	71700000	437620	576580	829250	876070	1093860	1378670	4804910	5265910	6164510	6884380
718	71800000	469320	525290	954760	968940	1087380	1103920	5077940	5022300	6292640	7045540
719	71900000	551890	525960	1032840	837650	1189450	1174720	5001990	5300240	6538380	6639930
720	72000000	592720	498400	868760	909420	1219250	1230400	4989350	5291450	6342450	7066640
721	72100000	512750	619240	883370	879370	1211790	1192580	4857470	5353860	6537480	7100540
722	72200000	416810	352950	886070	969360	1238950	1364150	5044310	5124220	6136900	6896030
723	72300000	584060	565290	941330	822430	1342860	1203310	5111730	5013400	6501370	7089760
724	72400000	497080	522480	974950	958570	1226010	1178250	4943300	5474640	6332480	6659550
725	72500000	430320	455170	866080	860870	1178960	1294570	5011150	5106580	6635200	7058260
726	72600000	406120	450600	963100	826610	1173070	1234980	5065580	5051320	6169510	6920950
727	72700000	481880	577790	1086640	960850	1158510	1258050	4895290	5563230	6565800	6715190
728	72800000	392300	399480	1020690	841150	1225460	1238560	4910410	5241710	6219680	6995760
729	72900000	393560	561940	983870	804190	1253000	1251030	4966500	5497670	6096100	7080150
730	73000000	588320	557140	839950	999180	1312690	1223410	5054260	5374920	6396070	6700180
731	73100000	517420	483060	936060	857640	1170090	1228450	5010230	5260010	6486530	6790730
732	73200000	447820	399030	850580	980390	1291660	1307200	4953150	5133570	6362090	7164670
733	73300000	573590	579490	919360	773060	1140260	1267950	4943760	5320620	6032310	6534470
734	73400000	616060	631870	901090	810030	1178790	1198540	4839120	5268380	6376040	6838520
735	73500000	571230	587360	1042360	756980	1295500	1116440	4841810	5106660	6240340	7096210
736	73600000	605360	495230	938760	911710	1114650	1194320	4854650	5259230	6231510	6735350
737	73700000	559720	486070	991010	751500	1191760	1307340	5107940	5173240	6311950	6915990
738	73800000	607290	609230	830090	909850	1307790	1138640	4862110	5169070	6309100	6649560
739	73900000	481560	411940	864010	883120	1213860	1307940	4901570	5146790	6209990	6710420
740	74000000	496880	538650	787510	979690	1210340	1124080	4756830	5219670	6114380	6726100
741	74100000	473590	529200	929960	919680	1191420	1376690	4975610	5025120	6046440	6782680
742	74200000	500720	630790	929330	956580	1034960	1104930	4673630	5045560	6383750	6731780
743	74300000	648210	403270	827180	841960	1283190	1195990	4635050	5251960	6351600	6537840
744	74400000	519880	600440	896060	911990	1145770	1275450	4870100	5107760	6213380	6537140
745	74500000	401720	524620	880760	943640	1033990	1189730	4951200	5343160	6195940	6566730
746	74600000	463460	573450	925150	996140	1326950	1224850	5035930	5275850	6250660	6495570
747	74700000	515560	510880	994950	816980	1060480	1277070	4907740	5203790	6459310	6727800
748	74800000	357970	476580	921960	830930	1162140	1232050	4868130	4936620	6414450	6699750
749	74900000	410350	614940	964890	934590	1299960	1106370	4665220	5013280	6159170	6653030
750	75000000	390390	547890	768780	836690	1166800	1264480	4816270	4999720	6061350	6601650
751	75100000	415620	568030	769320	915200	1232700	1219830	4762440	5161000	5939230	6494650
752	75200000	446280	396120	864590	949980	1228550	1163700	5042810	4948280	5920570	6723420
753	75300000	596820	420630	849340	879030	1168790	1241390	4851790	5503960	6072210	6568000
754	75400000	406750	447670	894170	775270	1156100	1213520	5110530	4950790	6025680	6684880
755	75500000	525040	478460	844590	879480	1184030	1261740	4756630	5115500	6089920	6524750
756	75600000	550510	510280	908220	844890	1127520	1217290	4821640	5355070	5973790	6229690
757	75700000	546630	621350	963730	847640	1280970	1071510	4716540	4921170	6478450	6514330
758	75800000	546710	536760	850000	765570	1161750	1217150	4797500	4947920	5941980	6391510
759	75900000	494840	495560	986860	886480	1115170	1254260	4891940	5192050	5949110	6349020
760	76000000	499420	488170	810930	745460	1039800	1137570	4954750	5293970	5777200	6547430
761	76100000	424850	459540	919260	774340	1290410	1228950	5064120	5312410	6103390	6756660
762	76200000	562060	490450	856890	897440	1203610	1178400	4946350	5089220	6124030	6570370
763	76300000	499720	609340	806720	820010	1160680	1148250	4696340	4929770	5983820	6413550
764	76400000	526300	521130	903020	735060	1152690	1034500	4759200	5161700	6127550	6440520
765	76500000	458330	506720	791360	832790	1206350	1073020	4671630	5073360	5695220	6491710
766	76600000	529130	514900	860300	954440	1126640	1081090	4820180	4857370	5946090	6451870
767	76700000	481030	514290	945160	766940	1170070	1172180	4712790	4929580	5909410	6236320
768	76800000	458600	692140	997640	764120	1201290	1205220	4771340	5125420	6270420	6630170
769	76900000	578750	503890	870220	1012530	956420	1231810	4895170	5191840	5926340	6661330
770	77000000	531140	447850	894560	928650	1284190	1184080	4716630	4981890	6005370	6194420
771	77100000	580960	341780	802240	894140	1151940	1256290	4405940	5269090	6077120	6406120
772	77200000	505050	606640	891770	758850	1123790	1059110	4873110	4944760	6179530	6387750
773	77300000	473640	520330	810220	735390	1069650	1275630	4569640	5040570	6027850	6268020
774	77400000	322210	534040	811370	856080	1060000	1304010	4634730	4982670	6121620	6493830
775	77500000	512200	398720	867180	693310	1125980	1172110	4636680	5108170	6114120	6317840
776	77600000	549280	590070	841880	857050	1161680	1203520	4763210	4972470	6013120	6211130
777	77700000	505870	441350	840870	853240	1193190	1280160	4896110	4859080	6050140	6350300
778	77800000	419170	670930	834620	843330	1252210	1219360	4942810	4724700	5467300	6387970
779	77900000	502760	367050	814650	775820	1172230	1146030	4698810	4912510	5999950	6213570
780	78000000	429580	400020	915310	899630	1068240	1125290	4920930	4714820	5944690	6300390
781	78100000	474460	416450	903800	837600	1129200	1139160	4801360	4733480	5947300	6490680
782	78200000	405710	557260	909560	869550	1091530	1233750	4489720	4920490	5812550	6368420
783	78300000	543620	646660	759280	912690	1141230	1173880	4567350	4803130	5855940	6130560
784	78400000	454620	357270	863940	670520	1112200	1147810	4683560	4875730	6254110	6138690
785	78500000	404700	530620	786700	782790	1146610	1142200	4775060	4765620	5920450	6469290
786	78600000	321600	646540	869120	938940	1060710	1189540	4381970	4842670	6020320	6141190
787	78700000	451280	490930	932120	755880	1139600	1257110	4526870	4827940	5987090	6465970
788	78800000	499510	416590	725020	756310	1107940	1102520	4652480	4862600	5873520	6257690
789	78900000	383410	451040	973240	848940	1090850	1158620	4793970	4698470	6249630	6428470
790	79000000	438500	584850	863390	671780	1118470	1262830	4217010	4551790	5788720	6319430
791	79100000	467890	321770	820260	807510	1048850	1074590	4501690	4887920	5941670	6234080
792	79200000	527970	299680	870320	945500	1094770	1168960	4460610	4812880	5703290	6409640
793	79300000	524090	562270	842020	966300	1154630	1137280	4842990	5083170	5973080	6347210
794	79400000	486310	621420	698500	823470	1252260	1223170	4725990	4740560	5894240	6213780
795	79500000	471810	494900	792030	710440	1036500	1213300	4401130	4875680	5753520	6245190
796	79600000	495180	517240	792000	894260	1142120	1033330	4855400	4741480	6284540	6279970
797	79700000	489740	453700	867550	809050	1089720	1217640	4813390	4724680	5848060	6345520
798	79800000	525850	326250	853570	758970	1170880	1067170	4542100	4819930	5612330	6149210
799	79900000	460380	419940	762110	751120	1055120	1127450	4752060	4800580	5825030	5964470
800	80000000	396980	540620	853440	926800	1090430	1136120	4863350	4800950	5634410	6001620
801	80100000	474670	536320	719810	818720	1095590	1202240	4866560	4961180	5718550	6122970
802	80200000	412390	450280	776070	800100	1070430	1128390	4569500	5052660	5888470	6657670
803	80300000	465200	450400	802320	825510	1087680	1189740	4472870	4564980	5760530	6422190
804	80400000	442210	458640	750390	674530	1112230	1057030	4504490	4723830	5726030	6216880
805	80500000	550620	522800	793770	821820	1257740	1162900	5103820	4799650	5956190	6269270
806	80600000	491860	524420	837960	757020	1206370	1204280	4464050	4640880	5725040	6180130
807	80700000	552480	491220	796590	739600	1079180	1121570	4469480	4615830	5661790	5944670
808	80800000	444760	457180	801650	821810	1169830	1230470	4800010	4834050	5712690	6231330
809	80900000	411770	337430	974190	912700	1049040	1179110	4457610	5033800	5991380	6346890
810	81000000	432640	592370	926290	829460	1032620	997920	4647970	4864000	5998410	6142090
811	81100000	321690	588560	908140	778460	1130300	1243800	4384410	4729310	5849540	6225790
812	81200000	468750	478750	860330	919160	1056120	1048390	4820670	4790520	5903130	6110490
813	81300000	439750	398370	736420	875160	1215950	1110470	4597900	4691600	5614850	6163880
814	81400000	498930	495410	824430	755170	1142940	1159740	4272450	4804540	5675950	5888560
815	81500000	459880	438650	852310	906710	1026460	1256410	4671690	4900920	5681880	5949780
816	81600000	377590	492280	699510	794430	1177000	1236590	4549220	4695070	5411260	6383490
817	81700000	496730	503930	851090	846010	1072320	1180620	4101040	4615430	5580900	5734940
818	81800000	550540	399320	908400	711670	1016630	1114300	4587720	4959120	5796500	6216980
819	81900000	516550	410360	678640	900840	1043070	1148440	4427640	4807420	5806100	5755490
820	82000000	433340	521130	830120	777970	1069650	1248470	4772540	5040790	5734840	5939050
821	82100000	459810	482310	767850	740420	1078200	1060530	4599850	4677030	5643090	6418900
822	82200000	299820	431970	776260	740720	1217340	1194950	4543910	4886650	5579430	6089870
823	82300000	492780	512360	713500	719230	1039610	1121050	4524050	4626830	5865350	6120010
824	82400000	434870	500680	710270	778070	1165940	1178810	4320520	4991110	5527490	5856450
825	82500000	517660	513570	942410	712770	1196580	1142050	4457270	4451790	5508090	5843490
826	82600000	561290	407610	827280	716610	999970	1042090	4288800	4481630	5842090	6011300
827	82700000	489290	511710	742110	866570	914930	1029850	4221750	4632390	5723990	5852830
828	82800000	439460	345880	788610	857850	1043200	1179000	4201920	4709480	5786210	5983900
829	82900000	408140	486220	797230	828770	1026670	1253990	4400750	4488930	5619670	6080320
830	83000000	470930	520630	713000	743250	1046490	1127430	4736000	4917940	5736880	5981420
831	83100000	367100	505160	717750	843200	994650	1130480	4633640	4647210	5695610	5942160
832	83200000	357480	472590	785700	891880	1073850	1134670	4461320	4804860	5492050	5788900
833	83300000	461980	491390	812380	781470	1134800	1128620	4760650	4603470	5518380	5856690
834	83400000	495180	601370	913190	763110	1089180	1020010	4565100	4550180	5894600	5891050
835	83500000	358950	502770	740430	821960	1002980	1179140	4308060	4893300	5223770	5678120
836	83600000	530460	489770	933560	679360	1105200	1250720	4159000	4440390	5710400	5916000
837	83700000	481780	484370	815070	800860	1125530	1070560	6040840	5246240	5470990	5656840
838	83800000	596560	469990	823060	723130	1054920	1151690	4342390	4804080	5262860	5986990
839	83900000	602120	555580	938130	777210	1220270	1122160	4281930	4617330	5629230	5695150
840	84000000	352450	326010	688980	809940	1075770	1117650	4371660	4512510	5722930	5907920
841	84100000	517660	504160	813250	902470	928120	1042570	4204600	4588150	5974220	6202100
842	84200000	604610	481080	774510	799110	1169370	1010620	4373050	4853930	5470070	5964140
843	84300000	537390	556880	769180	721670	1077630	1050670	4338980	4549710	5492540	5975570
844	84400000	306760	441170	741440	828890	1118340	1152900	4448720	4597710	5629880	5973030
845	84500000	374270	334370	796750	750140	1057400	1138410	4408880	4704970	5666630	5798460
846	84600000	439750	580770	978550	849580	1062000	1053110	4307670	4525770	5676910	5738000
847	84700000	464200	533810	732520	830640	1113760	1146030	4417380	4772400	5627840	6045230
848	84800000	436720	512140	840640	731660	1282050	1001410	4509270	4569090	5443780	5803220
849	84900000	395760	483100	876590	959390	1080650	1117390	4356980	4399110	5700020	6081190
850	85000000	626100	443750	662800	871060	1014170	1073010	4431740	4612250	5467440	5870790
851	85100000	519000	565350	852130	781090	1027200	1059360	4199500	4512590	5863330	5797300
852	85200000	415590	415270	885490	724790	1179520	1105630	4504880	4578410	5366100	5887310
853	85300000	443980	545360	814730	792540	1165120	1081480	4368370	4518950	5490270	5667760
854	85400000	454740	533860	799200	875170	996190	1028280	4412070	4809560	5326900	5693230
855	85500000	627470	308750	766130	767850	1012720	1138670	4450670	4407460	5545860	5853320
856	85600000	384690	483000	769040	884060	1164320	1037280	4036150	4506060	5566500	5843450
857	85700000	455100	421310	739190	824260	1051530	1161260	4603180	4536610	5520430	5751670
858	85800000	457300	514230	790020	741570	1079070	1112860	4416670	4358290	5375720	5881740
859	85900000	529660	521920	865700	702850	995980	1140260	4451040	4433540	5623120	5705380
860	86000000	381110	516840	668150	812420	1093960	1211940	4274630	4586060	5630720	5755300
861	86100000	347020	451720	692290	733900	1126500	1126880	4350600	4428340	5454030	5690700
862	86200000	461170	439190	844360	752860	1014540	1189180	4283230	4467770	5317610	5890120
863	86300000	439310	416300	914870	739650	930530	1087870	4317910	4250880	5260970	5941920
864	86400000	436160	340090	845910	837810	1007770	1120980	4418460	4246350	5410200	5742340
865	86500000	404980	450660	865990	833660	1006350	1029400	4129360	4299820	5467870	5865820
866	86600000	431710	500420	709650	925190	1071370	1029190	4180620	4522090	5520140	5768040
867	86700000	461450	439010	849600	790010	997260	1028750	4327810	4594700	5708010	6002260
868	86800000	508550	350190	791620	733980	1125230	1136790	4289160	4322010	5177270	5687240
869	86900000	489990	326490	728740	755630	1060900	1169630	4417820	4203840	5474370	5705690
870	87000000	520620	389310	747960	889590	1185970	1065880	4172180	4623610	5575190	5659520
871	87100000	362170	480850	852040	885590	859070	1034030	4143770	4437780	5588940	5645430
872	87200000	440820	424500	663840	572350	990720	1020510	4290840	4472540	5346860	5871200
873	87300000	442910	372600	765150	919230	952660	1105020	4479080	4650300	5331870	5502070
874	87400000	432930	521460	738260	722040	1066380	1179950	4207670	4402590	5289420	5615280
875	87500000	484440	505450	824990	610280	1244940	1064540	4239110	4494680	5200420	5453780
876	87600000	469890	393210	755000	816150	977610	1050300	4262430	4628100	5544450	5846990
877	87700000	432970	420170	664350	756660	1078230	1098540	4224050	4540710	5768000	5895870
878	87800000	360900	471200	745170	849230	983200	960660	4325370	4660580	5141890	5597990
879	87900000	388180	468740	690160	716890	967830	840800	4269220	4478240	5587020	5794170
880	88000000	447990	322720	775180	774950	989120	1065630	4180020	4367100	5603460	5775390
881	88100000	417730	461450	649450	693180	1048700	998030	4053950	4389380	5442660	5615940
882	88200000	427390	503250	692190	654910	1006530	1125060	4136630	4343580	5522160	5522760
883	88300000	492820	497440	931570	792330	1143660	1122330	4081120	4160430	5258240	5486320
884	88400000	424880	433530	793490	669410	1051110	1104200	4208800	4278620	5277730	5468000
885	88500000	384410	472350	655180	790000	1061850	1037270	4358060	4274600	5398310	5541910
886	88600000	285360	429950	705350	892910	1022160	963520	4520850	4351100	5550840	5539880
887	88700000	556590	452820	772220	743980	984920	1028060	4360800	4265260	5393440	5727460
888	88800000	358520	522380	752080	756930	1218780	1056750	4291800	4429150	5380140	5920690
889	88900000	383410	346470	871780	754530	1055870	1024480	4065270	4463410	5341420	5591140
890	89000000	471390	446140	727250	689710	1014570	1130580	3968330	4454390	5504280	5476380
891	89100000	498020	476720	777760	726710	1136240	985960	4031150	4428230	5263190	5716410
892	89200000	545450	404190	664360	958070	1089640	988800	4146190	4414180	5223400	5774090
893	89300000	458440	418330	736690	757390	983880	931560	4056950	4641920	5273610	5618450
894	89400000	455520	450460	750630	727610	915920	1003990	4373010	4286710	5290970	5753830
895	89500000	486830	373630	773330	822280	1127540	1070430	4381710	4349180	5530310	5228080
896	89600000	520870	497380	941440	817060	1188680	1041400	4171680	4411220	5362960	5540660
897	89700000	588730	485250	624010	765320	1062460	984390	4344430	4718220	5174320	5923870
898	89800000	233770	510830	826000	846030	1146720	1037080	3962530	4320490	5059940	5361960
899	89900000	471840	499010	661600	822410	1099580	1022460	3892600	5156000	5072710	5399180
900	90000000	279430	425980	804150	627470	900130	920790	4181570	4307730	5274260	5543990
901	90100000	462880	656030	768470	685610	904060	1227330	4036060	4332110	5150150	5525990
902	90200000	416590	546630	707950	731210	1031130	1016930	4200780	4214740	5136170	5543970
903	90300000	536360	408250	605210	735730	1140670	1126910	4266650	4314000	5216460	5574870
904	90400000	427410	309740	788000	692120	1016030	954280	4263430	4410150	5291140	5218270
905	90500000	386720	459030	760860	680450	1151430	942910	4110070	4093590	5216580	5543100
906	90600000	511220	495360	697480	796410	1110810	1101000	4013700	4302160	5564410	5358650
907	90700000	392890	375410	665750	735440	999360	1067450	4207590	4219690	5226520	5577000
908	90800000	398370	365520	685080	741870	982870	1029360	4226080	4365790	5115390	5373510
909	90900000	495980	461990	808830	707750	989080	943030	4140670	4208200	5407160	5092100
910	91000000	238120	595310	661890	786060	1095370	1105020	4148120	4217400	5117210	5435170
911	91100000	330200	428080	647730	696140	1195320	1045620	4142410	4341900	5027470	5523180
912	91200000	411710	346880	678750	751180	1016860	928250	4155340	4313900	4914560	5636160
913	91300000	553650	454160	845570	751320	1054660	1069490	4339980	4113430	5120360	5496210
914	91400000	378800	319110	769950	716240	1082880	1038480	4185520	3989750	5600900	5394150
915	91500000	505390	532040	687350	771140	1108660	1003100	3802010	3968480	5300510	5659010
916	91600000	498590	527980	739800	718070	1097890	1079680	4309230	4442710	5231350	5713800
917	91700000	455620	562300	780400	751220	1029910	1094030	3891180	4303660	5432140	5428010
918	91800000	511320	400220	723900	644040	1181250	998590	4085400	4140700	5288730	5452580
919	91900000	279760	210390	708300	654010	1057440	898180	4161950	4129890	5198940	5235940
920	92000000	369010	552440	819480	698180	963450	1155550	4022240	4191460	5292440	5233220
921	92100000	376790	456580	694240	666850	931280	929410	4115240	4227990	5106060	5801610
922	92200000	406950	297060	758580	657780	864510	1016210	3911710	4114520	5116010	5359430
923	92300000	313990	424060	797340	839670	1066450	1011390	4334070	4262970	5194970	5223040
924	92400000	358080	342430	712240	586270	901660	953730	4177380	4245550	5284400	5234420
925	92500000	502550	411690	848470	826170	1032110	1025010	4204130	4270810	5058120	5348520
926	92600000	583650	358360	731390	735930	829230	941830	4220230	4470400	5052950	5400310
927	92700000	292780	333460	845160	788610	1012650	882820	4114330	4063940	5089570	5346440
928	92800000	541970	496330	760970	641520	1075240	1051720	3663280	4177790	5324320	5212810
929	92900000	527860	293830	754040	713730	1088180	952400	4174100	4164650	5032330	5374750
930	93000000	426740	321500	737150	600610	1170500	944040	4178560	4065640	5311050	5492050
931	93100000	322210	374570	753330	941380	1097650	1025920	4239540	4170630	5249370	5324000
932	93200000	407840	425580	709200	629780	999820	1036950	4293660	4211460	5189800	5471660
933	93300000	457960	251820	770900	756230	1053810	1052840	3787880	4246030	5128390	5651340
934	93400000	385340	329570	816400	759770	880590	1106510	4060630	4221630	5062580	5342890
935	93500000	358240	385890	788640	631320	952760	1011330	3965930	4165100	5108290	5289310
936	93600000	399270	423810	703830	671950	916560	916420	4219180	3787580	4962000	5360530
937	93700000	428520	292950	742090	736630	999290	1088550	4007450	4172090	5212850	5392570
938	93800000	436640	442000	679520	780470	1026720	1181750	3924720	4197150	5034300	5267060
939	93900000	398870	396020	801170	870810	923030	980490	3753820	4098930	5349010	5096790
940	94000000	464220	584610	761320	792970	977200	904440	3942240	3950510	5073360	5247940
941	94100000	507260	356190	699250	692760	1031900	995210	4281250	4123770	5082010	5217480
942	94200000	450360	448500	744880	906020	954510	1109290	4179120	4125640	5107440	5264010
943	94300000	396110	368030	793050	636660	859640	944580	4217790	4179580	4901690	5442170
944	94400000	454680	524640	714380	714010	947600	985810	4197670	4092430	5016780	5150370
945	94500000	520160	467810	807290	769830	933290	1024660	4207370	4020070	5005610	5191370
946	94600000	349910	279560	746460	753450	1061440	1044910	4178850	4449780	4890980	5596380
947	94700000	307710	319100	718360	616700	1021530	1062320	3958600	4141590	5059050	5337530
948	94800000	365960	438940	744480	602100	1103340	948730	3975820	4190820	4824240	5178660
949	94900000	362470	451430	685520	649850	962210	987690	3733460	3902740	4878110	5174350
950	95000000	514500	403830	680470	660410	1064560	1035520	3928690	4289060	5252900	4963250
951	95100000	373240	454900	661220	589190	1067570	879780	4073170	4286270	5009670	5189660
952	95200000	275910	448350	675120	660850	1120910	1022650	4142790	4227300	5073350	5117620
953	95300000	435950	470830	794030	863130	1010910	921630	4055430	4090580	5112450	5266540
954	95400000	493130	576050	684870	738250	1092520	1007820	3911150	4149720	5041740	5166010
955	95500000	349590	586860	909450	769110	972580	1131950	4091790	4058670	5004670	5447940
956	95600000	444390	391500	669610	674630	939320	972270	3834120	4039380	5128460	5039300
957	95700000	491890	554680	628570	837320	967100	1002000	3826380	3985440	4972830	5207560
958	95800000	409210	393140	620160	742100	871920	945660	4121030	4099200	5106970	5370640
959	95900000	378210	498460	853870	739290	929770	1000340	3944000	4214840	5018460	5199720
960	96000000	449210	284330	638270	668360	1038370	985880	3883180	4313020	4773150	5170200
961	96100000	322040	483750	676630	729000	1032390	1133570	4116430	3900920	4792020	5276580
962	96200000	476520	349560	539060	821570	1060170	895440	4065160	4024150	4900290	5318860
963	96300000	444720	383820	673940	695260	1056210	887060	4036220	3774510	5007870	5106390
964	96400000	448320	475980	713610	854800	954560	963380	3988680	4220930	4969080	5198390
965	96500000	486020	470950	641110	848670	988150	1052370	3915600	4304790	5066980	5387860
966	96600000	453380	457030	768480	747860	926050	968730	3758290	4125120	4965000	5217790
967	96700000	557310	472600	716790	659010	1032780	970540	4070350	4101740	5016560	5018190
968	96800000	477280	331590	624450	639540	1034280	996090	3898070	4143120	4933060	5303890
969	96900000	386830	445270	611890	642770	931640	840500	3974060	3833610	4979670	4956520
