Name,A,Z,Ealpha_MeV,Texp_s,Br_alpha,l,N_calc,Ad,Zd,Ac_used,Zc_used,Qc_Ismail_MeV,Q_source,parity_case,param_set_used,l_used,log10T_Ismail2022_FE_s,T_Ismail2022_FE_s,Talpha_exp_s,HF_Ismail2022_FE,log10HF_Ismail2022_FE
273Ds_a,273,110,10.858,0.03,1.0,0,163,269,108,4,2,11.019457249070632,Ealpha_MeV converted by A/(A-4),even-odd,even-odd,0.0,-3.3213701715522763,0.0004771224242798615,0.03,62.87694409936844,1.7984914262719387
273Ds_b,273,110,10.929,0.03,1.0,0,163,269,108,4,2,11.091513011152417,Ealpha_MeV converted by A/(A-4),even-odd,even-odd,0.0,-3.494025372383641,0.0003206082013078645,0.03,93.57215404228683,1.9711466271033034
273Ds_c,273,110,11.165,0.00018,1.0,0,163,269,108,4,2,11.331022304832713,Ealpha_MeV converted by A/(A-4),even-odd,even-odd,0.0,-4.056037948393752,8.789457117213587e-05,0.00018,2.0479080516529464,0.31131045349705794
269Hs_a,269,108,9.13,8.5,1.0,0,161,265,106,4,2,9.267811320754719,Ealpha_MeV converted by A/(A-4),even-odd,even-odd,0.0,0.7842917633101546,6.0854368962694005,8.5,1.3967772807258616,0.14512716240413814
269Hs_b,269,108,8.95,8.5,1.0,0,161,265,106,4,2,9.085094339622641,Ealpha_MeV converted by A/(A-4),even-odd,even-odd,0.0,1.352493328072587,22.516108257009563,8.5,0.37750751164352914,-0.4230744023582943
270Ds,270,110,12.147,10.35,1.0,0,160,266,108,4,2,12.32966165413534,Ealpha_MeV converted by A/(A-4),even-even,even-even,0.0,-6.541630472022391,2.873224281473999e-07,10.35,36022248.825943805,7.556570821815328
