Name,A,Z,Ealpha_MeV,Texp_s,Br_alpha,l,N,Ad,Zd,Qalpha_MeV,x,Ks,y,z,N_interval,Z_interval,F_yz,log10_Tcalc_s,Tcalc_s,Br_alpha,Talpha_exp_s,HF,log10_HF
273Ds_a,273,110,10.858,0.03,1.0,0,163,269,108,11.019457249070632,0.34900729181936285,37.75259994212195,0.6206896551724138,0.84375,"(127,185]","(83,115]",0.9054430180124111,-5.6005864109794,2.508497017585703e-06,1.0,0.03,11959.35246870392,4.077707665699062
273Ds_b,273,110,10.929,0.03,1.0,0,163,269,108,11.091513011152417,0.35128943565056336,37.3766119149338,0.6206896551724138,0.84375,"(127,185]","(83,115]",0.9054430180124111,-5.748435771730321,1.784695909587367e-06,1.0,0.03,16809.586349607416,4.225557026449984
273Ds_c,273,110,11.165,0.00018,1.0,0,163,269,108,11.331022304832713,0.35887515317399027,36.15586920807505,0.6206896551724138,0.84375,"(127,185]","(83,115]",0.9054430180124111,-6.228467091344914,5.909257412637387e-07,1.0,0.00018,304.60680155015183,2.48373959644822
269Hs_a,269,108,9.13,8.5,1.0,0,161,265,106,9.267811320754719,0.29787186593930975,46.87074879007711,0.5862068965517241,0.78125,"(127,185]","(83,115]",0.9197246324966557,-1.7243543431425294,0.01886451555313984,1.0,8.5,450.58140910410214,2.6537732688568223
269Hs_b,269,108,8.95,8.5,1.0,0,161,265,106,9.085094339622641,0.2919992552198052,48.141446328324314,0.5862068965517241,0.78125,"(127,185]","(83,115]",0.9197246324966557,-1.216797931900775,0.06070186969416852,1.0,8.5,140.02863573766615,2.1462168576150678
270Ds,270,110,12.147,10.35,1.0,0,160,266,108,12.32966165413534,0.38933444695125263,31.614596557882138,0.5689655172413793,0.84375,"(127,185]","(83,115]",0.9030150079982906,-8.04756345559539,8.962652213608637e-09,1.0,10.35,1154792103.199637,9.062503805388326
