Name,A,Z,Ealpha_MeV,Texp_s,Br_alpha,l,N_calc,Ad,Zd,Qalpha_Xu_MeV,Q_source,l_used,X_Xu,bracket_Xu,F_Z_Xu,C_ZN_Xu,C_status,h_blocking_Xu,parity_case,log10T_Xu2022_s,T_Xu2022_s,Talpha_exp_s,HF_Xu2022,log10HF_Xu2022
271Ds,271,110,10.44,0.032,1.0,0,161,267,108,10.596404494382021,Ealpha_MeV converted by A/(A-4),0.0,0.3349545369324336,0.48162354236987454,119.00282282253778,0.0,outside_defined_region,0.2018,odd-A,-2.76761023257655,0.0017076142385949488,0.032,18.739595440671714,1.272760210896456
267Hs,267,108,9.73,0.803,1.0,0,159,263,106,9.877984790874526,Ealpha_MeV converted by A/(A-4),0.0,0.31685563398204464,0.5076562480195246,116.78627719921462,0.0,outside_defined_region,0.2018,odd-A,-1.5223131009819633,0.030039098780342537,0.803,26.731827271911364,1.4270286462606443
263Sg,263,106,9.31,4.1,1.0,0,157,259,104,9.453783783783784,Ealpha_MeV converted by A/(A-4),0.0,0.3078180353826845,0.5210666979961627,114.56309000249286,0.0,outside_defined_region,0.2018,odd-A,-0.97750546857421,0.10531604258002641,4.1,38.93044117076974,1.5902893252939454
277Cn,277,112,11.31,0.00061,1.0,0,165,273,110,11.475714285714288,Ealpha_MeV converted by A/(A-4),0.0,0.358278636289283,0.449594664851247,121.21241706187521,0.0,outside_defined_region,0.2018,odd-A,-4.273651354120041,5.325356002655658e-05,0.00061,11.45463326199796,1.058981189130808
277Cn_up,277,112,11.31,0.00107,1.0,0,165,273,110,11.475714285714288,Ealpha_MeV converted by A/(A-4),0.0,0.358278636289283,0.449594664851247,121.21241706187521,0.0,outside_defined_region,0.2018,odd-A,-4.273651354120041,5.325356002655658e-05,0.00107,20.092553426783308,1.3030351318052507
277Cn_low,277,112,11.31,0.00043,1.0,0,165,273,110,11.475714285714288,Ealpha_MeV converted by A/(A-4),0.0,0.358278636289283,0.449594664851247,121.21241706187521,0.0,outside_defined_region,0.2018,odd-A,-4.273651354120041,5.325356002655658e-05,0.00043,8.074577545342825,0.9071198096996275
