Name,A,Z,Ealpha_MeV,Texp_s,Br_alpha,l,N_calc,Ad_calc,Zd_calc,Qalpha_calc_MeV,x_calc,Ks_calc,y_calc,z_calc,N_interval,Z_interval,F_yz_calc,log10_T12a_Poenaru_s,T12a_Poenaru_s,energy_source,Ealpha_used_MeV,param_set,B1,B2,B3,B4,B5,B6,Texp_s_used,Br_alpha_used,T12a_exp_s,HF_Poenaru,log10_HF_Poenaru
271Ds,271,110,10.44,0.032,1.0,0,161,267,108,10.596404494382021,0.33493915929876944,40.122474356331736,0.5862068965517241,0.84375,"(127,185]","(83,115]",1.0213924696127656,-2.64826766234237,0.002247668906085674,Ealpha,10.44,target,0.988662,0.016314,0.020433,0.027896,-0.003033,-0.003033,0.032,1.0,0.032,14.236972319792487,1.1534176406622758
267Hs,267,108,9.73,0.803,1.0,0,159,263,106,9.877984790874526,0.3168410870941687,42.98598927453143,0.5517241379310345,0.78125,"(127,185]","(83,115]",1.018959114092923,-1.423482359781051,0.03771530639431061,Ealpha,9.73,target,0.988662,0.016314,0.020433,0.027896,-0.003033,-0.003033,0.803,1.0,0.803,21.291090455548662,1.3281979050597321
263Sg,263,106,9.31,4.1,1.0,0,157,259,104,9.453783783783784,0.30780390324617696,44.244417332774944,0.5172413793103449,0.71875,"(127,185]","(83,115]",1.0165553300560624,-0.9127812704485798,0.1222415166490171,Ealpha,9.31,target,0.988662,0.016314,0.020433,0.027896,-0.003033,-0.003033,4.1,1.0,4.1,33.54015977871104,1.5255651271683153
277Cn,277,112,11.31,0.00061,1.0,0,165,273,110,11.475714285714288,0.35826218813361577,36.6633089570911,0.6551724137931034,0.90625,"(127,185]","(83,115]",1.0255504584095851,-4.116495643283379,7.647233598839026e-05,Ealpha,11.31,target,0.988662,0.016314,0.020433,0.027896,-0.003033,-0.003033,0.00061,1.0,0.00061,7.976740766655904,0.901825478294146
277Cn_up,277,112,11.31,0.00107,1.0,0,165,273,110,11.475714285714288,0.35826218813361577,36.6633089570911,0.6551724137931034,0.90625,"(127,185]","(83,115]",1.0255504584095851,-4.116495643283379,7.647233598839026e-05,Ealpha,11.31,target,0.988662,0.016314,0.020433,0.027896,-0.003033,-0.003033,0.00107,1.0,0.00107,13.991987902166914,1.1458794209685887
277Cn_low,277,112,11.31,0.00043,1.0,0,165,273,110,11.475714285714288,0.35826218813361577,36.6633089570911,0.6551724137931034,0.90625,"(127,185]","(83,115]",1.0255504584095851,-4.116495643283379,7.647233598839026e-05,Ealpha,11.31,target,0.988662,0.016314,0.020433,0.027896,-0.003033,-0.003033,0.00043,1.0,0.00043,5.6229484092820305,0.7499640988629656
