Name,A,Z,Ealpha_MeV,Texp_s,Br_alpha,l,N_calc,Qalpha_DZR_MeV,l_used,parity_case,log10T_Royer_s,T_Royer_s,log10T_DZR_s,T_DZR_s,Talpha_exp_s,HF_Royer,HF_DZR
271Ds,271,110,10.44,0.032,1.0,0,161,10.596404494382021,0.0,evenZ-oddN,-2.068669207849183,0.008537501483441113,-2.218958315857802,0.006040065999235622,0.032,3.7481691876792653,5.2979553541384545
267Hs,267,108,9.73,0.803,1.0,0,159,9.877984790874526,0.0,evenZ-oddN,-0.8282257906848258,0.14851633017691018,-0.9543423516156977,0.11108557014632078,0.803,5.406812833602068,7.22866164293253
263Sg,263,106,9.31,4.1,1.0,0,157,9.453783783783784,0.0,evenZ-oddN,-0.3130221576799883,0.4863823898562995,-0.4244833626233387,0.37628476707557323,4.1,8.429581509337405,10.896003130460377
277Cn,277,112,11.31,0.00061,1.0,0,165,11.475714285714288,0.0,evenZ-oddN,-3.594721625866754,0.00025426019406610175,-3.773728295950794,0.00016837271078361116,0.00061,2.399117180888386,3.6229148842531753
277Cn_up,277,112,11.31,0.00107,1.0,0,165,11.475714285714288,0.0,evenZ-oddN,-3.594721625866754,0.00025426019406610175,-3.773728295950794,0.00016837271078361116,0.00107,4.208287514017333,6.354949059263767
277Cn_low,277,112,11.31,0.00043,1.0,0,165,11.475714285714288,0.0,evenZ-oddN,-3.594721625866754,0.00025426019406610175,-3.773728295950794,0.00016837271078361116,0.00043,1.691180963577059,2.5538580331620744
