Name,A,Z,Ealpha_MeV,Texp_s,Br_alpha,l,N_calc,Qalpha_DZR_MeV,l_used,parity_case,log10T_Royer_s,T_Royer_s,log10T_DZR_s,T_DZR_s,Talpha_exp_s,HF_Royer,HF_DZR
273Ds_a,273,110,10.858,0.00832,1.0,5,163,11.019457249070632,5.0,evenZ-oddN,-3.142254750140438,0.0007206846131981934,-1.7685291297718193,0.017040050214272642,0.00832,11.544578373996643,0.48826147196627495
273Ds_b,273,110,10.929,0.041703,1.0,5,163,11.091513011152417,5.0,evenZ-oddN,-3.313115395826216,0.00048627798022959847,-1.9416430487380352,0.011438180648043444,0.041703,85.75958956708203,3.6459469633515096
273Ds_c,273,110,11.165,0.000108,1.0,1,163,11.331022304832713,1.0,evenZ-oddN,-3.8692864880275266,0.00013511809449839965,-3.9415488051411387,0.00011440663047203527,0.000108,0.7993007923988978,0.9440012309985717
269Hs_a,269,108,9.13,5.05,1.0,0,161,9.267811320754719,0.0,evenZ-oddN,0.9002709497115831,7.948239586310163,0.7961197457792608,6.25345092186605,5.05,0.6353608173435016,0.8075541110176433
269Hs_b,269,108,8.95,9.363,1.0,0,161,9.085094339622641,0.0,evenZ-oddN,1.462821797738762,29.02831303279312,1.3660893928497047,23.232149452648336,9.363,0.32254716246936815,0.40301910157231147
