Name,A,Z,Ealpha_MeV,Texp_s,Br_alpha,l,N_calc,Ad,Zd,Qalpha_Xu_MeV,Q_source,l_used,X_Xu,bracket_Xu,F_Z_Xu,C_ZN_Xu,C_status,h_blocking_Xu,parity_case,log10T_Xu2022_s,T_Xu2022_s,Talpha_exp_s,HF_Xu2022,log10HF_Xu2022
273Ds_a,273,110,10.858,0.03,1.0,0,163,269,108,11.019457249070632,Ealpha_MeV converted by A/(A-4),0.0,0.34902331525400415,0.462107316819699,119.00282282253778,0.0,outside_defined_region,0.2018,odd-A,-3.799921530322662,0.0001585179581763096,0.03,189.25300543319437,2.2770427850423247
273Ds_b,273,110,10.929,0.03,1.0,0,163,269,108,11.091513011152417,Ealpha_MeV converted by A/(A-4),0.0,0.351305563861762,0.4589982547292525,119.00282282253778,0.0,outside_defined_region,0.2018,odd-A,-3.9637007944476275,0.00010871743703640446,0.03,275.94469496143824,2.44082204916729
273Ds_c,273,110,11.165,0.00018,1.0,0,163,269,108,11.331022304832713,Ealpha_MeV converted by A/(A-4),0.0,0.3588916296565625,0.44877482467541585,119.00282282253778,0.0,outside_defined_region,0.2018,odd-A,-4.495452556693884,3.195563436279156e-05,0.00018,5.6328094744252075,0.7507250617971902
269Hs_a,269,108,9.13,8.5,1.0,0,161,265,106,9.267811320754719,Ealpha_MeV converted by A/(A-4),0.0,0.29788554182825056,0.5361370601265562,116.78627719921462,0.0,outside_defined_region,0.2018,odd-A,0.1696936729480583,1.4780654756376905,8.5,5.7507601253813165,0.7597252527662345
269Hs_b,269,108,8.95,8.5,1.0,0,161,265,106,9.085094339622641,Ealpha_MeV converted by A/(A-4),0.0,0.2920126614855248,0.5452172392606451,116.78627719921462,0.0,outside_defined_region,0.2018,odd-A,0.7231464037921262,5.28623424498675,8.5,1.6079499329907778,0.2062725219221665
270Ds,270,110,12.147,10.35,1.0,0,160,266,108,12.32966165413534,Ealpha_MeV converted by A/(A-4),0.0,0.38935232201747927,0.4093660269368513,119.00282282253778,0.0,outside_defined_region,0.0,even-even,-6.675414122975861,2.1114746757506015e-07,10.35,49017874.184641644,7.690354472768797
