Name,A,Z,Ealpha_MeV,Texp_s,Br_alpha,l,N_calc,Qalpha_VS_MeV,Qalpha_source,log10T_VS_s,T_VS_s,Talpha_exp_s,log10Talpha_exp_s,Delta_log10_exp_minus_VS,HF_VS
273Ds_a,273,110,10.858,0.03,1.0,0,163.0,11.019457249070632,Ealpha_MeV converted by A/(A-4),-3.6899072133666877,0.0002042174206783861,0.03,-1.5228787452803376,2.1670284680863503,146.90225691982374
273Ds_b,273,110,10.929,0.03,1.0,0,163.0,11.091513011152417,Ealpha_MeV converted by A/(A-4),-3.861593111815459,0.00013753299108487408,0.03,-1.5228787452803376,2.3387143665351218,218.12948124924048
273Ds_c,273,110,11.165,0.00018,1.0,0,163.0,11.331022304832713,Ealpha_MeV converted by A/(A-4),-4.420450496864923,3.79795227531868e-05,0.00018,-3.744727494896694,0.6757230019682292,4.739396046910477
269Hs_a,269,108,9.13,8.5,1.0,0,161.0,9.267811320754719,Ealpha_MeV converted by A/(A-4),0.4169754564848134,2.612013736105652,8.5,0.9294189257142927,0.5124434692294794,3.2541942190062767
269Hs_b,269,108,8.95,8.5,1.0,0,161.0,9.085094339622641,Ealpha_MeV converted by A/(A-4),0.9809645760259613,9.571159993033376,8.5,0.9294189257142927,-0.05154565031166858,0.8880846215283155
270Ds,270,110,12.147,10.35,1.0,0,160.0,12.32966165413534,Ealpha_MeV converted by A/(A-4),-6.572371895110713,2.676875081044715e-07,10.35,1.0149403497929366,7.58731224490365,38664486.338154644
