name                 , method             , Ealpha, Texp    , Tcal                  , HF
265Sgb->261Rfa_center, Viola-Seaborg      ,  8.69 , 14.4    , 13.376845954381604    ,     5.38243471185495
265Sgb->261Rfa_lower , Viola-Seaborg      ,  8.69 , 11.9    , 13.376845954381604    ,     4.4479842410467985
265Sgb->261Rfb_upper , Viola-Seaborg      ,  8.69 , 18.1    , 13.376845954381604    ,     1.6913553521627533
265Sgb->261Rfb_center, Viola-Seaborg      ,  8.69 , 14.4    , 13.376845954381604    ,     1.3456086779637375
265Sgb->261Rfb_lower , Viola-Seaborg      ,  8.69 , 11.9    , 13.376845954381604    ,     1.1119960602616996
261Rfa->257No_upper  , Viola-Seaborg      ,  8.28 , 71.0    , 60.313083625615995    ,     1.1771906812246802
261Rfa->257No_center , Viola-Seaborg      ,  8.28 , 68.0    , 60.313083625615995    ,     1.1274502299053275
261Rfa->257No_lower  , Viola-Seaborg      ,  8.28 , 65.0    , 60.313083625615995    ,     1.0777097785859748
261Rfb->257No_upper  , Viola-Seaborg      ,  8.51 ,  3.3    , 10.204948016935132    ,     1.7965141324491931
261Rfb->257No_center , Viola-Seaborg      ,  8.51 ,  2.6    , 10.204948016935132    ,     1.4154353770811825
261Rfb->257No_lower  , Viola-Seaborg      ,  8.51 ,  2.1    , 10.204948016935132    ,     1.143236266104032
257No->253Fm_1_upper , Viola-Seaborg      ,  8.222, 25.0    , 17.632079507443887    ,     1.7082773427260591
257No->253Fm_1_center, Viola-Seaborg      ,  8.222, 24.5    , 17.632079507443887    ,     1.674111795871538
257No->253Fm_1_lower , Viola-Seaborg      ,  8.222, 24.0    , 17.632079507443887    ,     1.6399462490170167
257No->253Fm_2_upper , Viola-Seaborg      ,  8.323, 25.0    , 8.081969314051987     ,    18.19591461127216
257No->253Fm_2_center, Viola-Seaborg      ,  8.323, 24.5    , 8.081969314051987     ,    17.831996319046713
257No->253Fm_2_lower , Viola-Seaborg      ,  8.323, 24.0    , 8.081969314051987     ,    17.468078026821267
277Cn_l_upper        , Xu2022_Unified     , 11.11 ,  0.00107, 0.0001497824494013979 ,     7.143694099517202
277Cn_l_mean         , Xu2022_Unified     , 11.11 ,  0.00061, 0.0001497824494013979 ,     4.072573271687377
277Cn_l_lower        , Xu2022_Unified     , 11.11 ,  0.00043, 0.0001497824494013979 ,     2.8708303390583145
277Cn_h_upper        , Xu2022_Unified     , 11.39 ,  0.00107, 3.551720395726275e-05 ,    30.126245334162924
277Cn_h_mean         , Xu2022_Unified     , 11.39 ,  0.00061, 3.551720395726275e-05 ,    17.174775377419984
277Cn_h_lower        , Xu2022_Unified     , 11.39 ,  0.00043, 3.551720395726275e-05 ,    12.10680887260753
273Ds_a              , Xu2022_Unified     , 10.858,  0.00576, 0.0001585179581763096 ,    36.33657704317333
273Ds_a_upper        , Xu2022_Unified     , 10.858,  0.03339, 0.0001585179581763096 ,   210.63859504714537
273Ds_a_lower        , Xu2022_Unified     , 10.858,  0.00313, 0.0001585179581763096 ,    19.745396900196614
273Ds_b              , Xu2022_Unified     , 10.894,  0.017  , 0.0001308612672998718 ,   129.9085692105066
273Ds_b_upper        , Xu2022_Unified     , 10.894,  0.049  , 0.0001308612672998718 ,   374.4423465479308
273Ds_b_lower        , Xu2022_Unified     , 10.894,  0.01   , 0.0001308612672998718 ,    76.41680541794507
273Ds_c              , Xu2022_Unified     , 11.165,  0.00016, 3.195563436279156e-05 ,     5.006941755044629
273Ds_c_upper        , Xu2022_Unified     , 11.165,  0.00024, 3.195563436279156e-05 ,     7.5104126325669425
273Ds_c_lower        , Xu2022_Unified     , 11.165,  0.00011, 3.195563436279156e-05 ,     3.442272456593182
269Hs_a              , Xu2022_Unified     ,  9.13 ,  9.6    , 1.4780654756376905    ,     6.494976141607133
269Hs_a_upper        , Xu2022_Unified     ,  9.13 , 14.05   , 1.4780654756376905    ,     9.505668207247941
269Hs_a_lower        , Xu2022_Unified     ,  9.13 ,  6.92   , 1.4780654756376905    ,     4.681795302075142
269Hs_b              , Xu2022_Unified     ,  8.95 ,  6.49   , 5.28623424498675      ,     1.2277170664835468
269Hs_b_upper        , Xu2022_Unified     ,  8.95 , 37.58   , 5.28623424498675      ,     7.109030409622756
269Hs_b_lower        , Xu2022_Unified     ,  8.95 ,  3.52   , 5.28623424498675      ,     0.6658804428385339
265Sga->261Rfa_upper , Xu2022_Unified     ,  8.84 , 11.1    , 2.4987808467685433    ,     4.881501398402568
265Sga->261Rfa_center, Xu2022_Unified     ,  8.84 ,  8.5    , 2.4987808467685433    ,     3.7380866564343993
265Sga->261Rfa_lower , Xu2022_Unified     ,  8.84 ,  6.9    , 2.4987808467685433    ,     3.0344468152232182
265Sga->261Rfb_upper , Xu2022_Unified     ,  8.84 , 11.1    , 2.4987808467685433    ,    49.35740302829263
265Sga->261Rfb_center, Xu2022_Unified     ,  8.84 ,  8.5    , 2.4987808467685433    ,    37.79620952617004
265Sga->261Rfb_lower , Xu2022_Unified     ,  8.84 ,  6.9    , 2.4987808467685433    ,    30.68162890947921
265Sgb->261Rfa_upper , Xu2022_Unified     ,  8.69 , 18.1    , 7.455277566186148     ,    12.139051724977765
265Sgb->261Rfa_center, Xu2022_Unified     ,  8.69 , 14.4    , 7.455277566186148     ,     9.657588112689492
265Sgb->261Rfa_lower , Xu2022_Unified     ,  8.69 , 11.9    , 7.455277566186148     ,     7.980923509792011
265Sgb->261Rfb_upper , Xu2022_Unified     ,  8.69 , 18.1    , 7.455277566186148     ,     3.0347629312444413
265Sgb->261Rfb_center, Xu2022_Unified     ,  8.69 , 14.4    , 7.455277566186148     ,     2.414397028172373
265Sgb->261Rfb_lower , Xu2022_Unified     ,  8.69 , 11.9    , 7.455277566186148     ,     1.9952308774480028
261Rfa->257No_upper  , Xu2022_Unified     ,  8.28 , 71.0    , 33.964816773417255    ,     2.0903984400577875
261Rfa->257No_center , Xu2022_Unified     ,  8.28 , 68.0    , 33.964816773417255    ,     2.0020717454074584
261Rfa->257No_lower  , Xu2022_Unified     ,  8.28 , 65.0    , 33.964816773417255    ,     1.9137450507571292
261Rfb->257No_upper  , Xu2022_Unified     ,  8.51 ,  3.3    , 5.848777847697153     ,     3.1345579898459883
261Rfb->257No_center , Xu2022_Unified     ,  8.51 ,  2.6    , 5.848777847697153     ,     2.469651749575627
261Rfb->257No_lower  , Xu2022_Unified     ,  8.51 ,  2.1    , 5.848777847697153     ,     1.9947187208110837
257No->253Fm_1_upper , Xu2022_Unified     ,  8.222, 25.0    , 10.41799719170663     ,     2.8911969713035255
257No->253Fm_1_center, Xu2022_Unified     ,  8.222, 24.5    , 10.41799719170663     ,     2.833373031877455
257No->253Fm_1_lower , Xu2022_Unified     ,  8.222, 24.0    , 10.41799719170663     ,     2.7755490924513846
257No->253Fm_2_upper , Xu2022_Unified     ,  8.323, 25.0    , 4.806318706974907     ,    30.59697712430112
257No->253Fm_2_center, Xu2022_Unified     ,  8.323, 24.5    , 4.806318706974907     ,    29.985037581815092
257No->253Fm_2_lower , Xu2022_Unified     ,  8.323, 24.0    , 4.806318706974907     ,    29.37309803932907
