record_id,source_csv_line,isotope,state_label,symbol,A,Z,N,method,method_slug,Qalpha_MeV,Ealpha_MeV,Qalpha_err_MeV,qalpha_estimated,Qalpha_qualifier,Talpha_partial_exp_s,Talpha_err_plus_s,Talpha_err_minus_s,Talpha_qualifier,decay_modes_raw,b_alpha_percent,b_SF_percent,alpha_daughter,alpha_daughter_population_raw,log10_Tcalc_s,Tcalc_s,log10_HF,HF,l_used,l_assumed,calculation_status,model_status,diagnostics_json,cell_record_index,cell_record_count,HF_definition,Qalpha_source_column,Talpha_source_column
source-row-0186,186,282Nh,,Nh,282,113,169,DZR,dzr,10.78,,0.08,False,,0.061,0.073,0.022,,alpha,100,,,,-1.43896635916,0.0363943226405,0.22429619417,1.67608559727,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""odd-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0187,187,283Nh,,Nh,283,113,170,DZR,dzr,10.35,,0.04,False,,0.123,0.08,0.035,,alpha,100,,,,-0.788156393198,0.162870941468,-0.121938495362,0.755199171144,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""oddZ-evenN""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0188,188,284Nh,,Nh,284,113,171,DZR,dzr,10.28,,0.04,False,,0.9,0.07,0.06,,alpha,100,,,,-0.147089333785,0.712706412306,0.101331843224,1.262792062,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""odd-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0189,189,285Nh,,Nh,285,113,172,DZR,dzr,10.01,,0.04,False,,2.56097560976,0.731707317073,0.365853658537,,"alpha, SF",82,18,,,0.125670929706,1.3355831452,0.282734512644,1.91749620303,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""oddZ-evenN""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0190,190,286Nh,,Nh,286,113,173,DZR,dzr,9.79,,0.05,False,,9.5,6.3,2.7,,alpha,100,,,,1.21593934523,16.4414208174,-0.238215739941,0.577808943978,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""odd-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0191,191,284Fl,,Fl,284,114,170,DZR,dzr,10.721,,0.017,False,,0.0104166666667,0.005,0.0025,,"alpha, SF",24,76,,,-1.71685277875,0.019193192594,-0.265418454291,0.542727147432,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""even-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0192,192,285Fl,,Fl,285,114,171,DZR,dzr,10.56,,0.07,False,,0.1,0.06,0.03,,alpha,100,,,,-0.947848408281,0.112759097632,-0.0521515917194,0.886846401757,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""evenZ-oddN""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0193,193,286Fl,,Fl,286,114,172,DZR,dzr,10.335,,0.01,False,,0.2625,0.0425,0.0325,,"alpha, SF",40,60,,,-0.71848353237,0.191212582744,0.137612840112,1.37281760558,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""even-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0194,194,287Fl,,Fl,287,114,173,DZR,dzr,10.157,,0.015,False,,0.514285714286,0.0642857142857,0.0514285714286,<,alpha,70,,,,0.122829178692,1.32687245554,-0.411624717939,0.387592426189,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""evenZ-oddN""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0195,195,288Fl,,Fl,288,114,174,DZR,dzr,10.076,,0.012,False,,0.64,0.14,0.1,,"alpha, SF",100,,,,-0.0271675129116,0.939360917212,-0.166652513105,0.681314272579,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""even-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0196,196,289Fl,,Fl,289,114,175,DZR,dzr,9.95,,0.07,False,,2.4,0.8,0.5,,alpha,100,,,,0.681464361351,4.8024666909,-0.301253119639,0.499743185007,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""evenZ-oddN""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0197,197,290Fl,,Fl,290,114,176,DZR,dzr,9.86,,0.03,False,,0.46,,,<,(alpha),100,,,,0.56541469386,3.67633174069,-0.902656862178,0.125124725527,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""even-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0198,198,286Mc,,Mc,286,115,171,DZR,dzr,10.86,,0.02,False,,0.02,0.098,0.009,,alpha,100,,,,-1.01097754416,0.0975040052297,-0.687992460172,0.205119778956,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""odd-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0199,199,287Mc,,Mc,287,115,172,DZR,dzr,10.76,,0.07,False,,0.038,0.022,0.01,,alpha,100,,,,-1.23662892145,0.0579923995018,-0.183587481934,0.655258280851,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""oddZ-evenN""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0200,200,288Mc,,Mc,288,115,173,DZR,dzr,10.65,,0.05,False,,0.193,0.015,0.013,,alpha,100,,,,-0.497234974299,0.318247518299,-0.217207716694,0.60644620587,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""odd-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0201,201,289Mc,,Mc,289,115,174,DZR,dzr,10.49,,0.05,False,,0.25,0.051,0.035,,"alpha, SF",100,,,,-0.552670459099,0.280110598136,-0.0493895322293,0.892504609477,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""oddZ-evenN""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0202,202,290Mc,,Mc,290,115,175,DZR,dzr,10.41,,0.04,False,,0.65,0.49,0.2,,alpha,100,,,,0.115508840734,1.30469452744,-0.302595484091,0.498200909355,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""odd-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0203,203,288Lv,,Lv,288,116,172,DZR,dzr,11.24,,0.015,False,,0.002,0.0023,0.0007,,alpha,100,,,,-2.4065314439,0.00392164751689,-0.292438560433,0.509989740635,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""even-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0204,204,289Lv,,Lv,289,116,173,DZR,dzr,11.057,,0.015,False,,0.0024,0.0044,0.0009,,alpha,100,,,,-1.60416801527,0.0248789464166,-1.01562074302,0.0964671075621,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""evenZ-oddN""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0205,205,290Lv,,Lv,290,116,174,DZR,dzr,11,,0.06,False,,0.0083,0.0035,0.0019,,"alpha, SF",100,,,,-1.83967535877,0.0144652066122,-0.241246548849,0.573790628958,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""even-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0206,206,291Lv,,Lv,291,116,175,DZR,dzr,10.89,,0.09,False,,0.019,0.017,0.006,approx,"alpha, SF",100,,,,-1.21215022284,0.0613549741065,-0.509096176207,0.309673343958,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""evenZ-oddN""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0207,207,292Lv,,Lv,292,116,176,DZR,dzr,10.791,,0.012,False,,0.013,0.007,0.004,approx,"alpha, SF",100,,,,-1.3341761853,0.0463258945963,-0.551880462397,0.280620592722,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""even-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0208,208,293Lv,,Lv,293,116,177,DZR,dzr,10.68,,0.06,False,,0.057,0.043,0.017,,alpha,100,,,,-0.695579047793,0.201567705529,-0.548546096535,0.282783394545,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""evenZ-oddN""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0209,209,293Ts,,Ts,293,117,176,DZR,dzr,11.32,,0.05,False,,0.022,0.008,0.004,,alpha,100,,,,-2.06860919607,0.00853868129598,0.41103187689,2.57651026398,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""oddZ-evenN""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0210,210,294Ts,,Ts,294,117,177,DZR,dzr,11.18,,0.04,False,,0.051,0.038,0.016,,alpha,100,,,,-1.27050895651,0.0536402809019,-0.0219208673886,0.950778018729,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""odd-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0211,211,294Og,,Og,294,118,176,DZR,dzr,11.87,,0.03,False,,0.00058,0.00044,0.00018,,"alpha, SF",100,,,,-3.34441509899,0.000452464906861,0.107843092558,1.28186736961,0,True,ok,within_implemented_formula,"{""l_used"": 0.0, ""parity_case"": ""even-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0002,2,240Es,,Es,240,99,141,Ismail2022_FormulaE,ismail2022_formula_e,8.26,,0.06,False,,8.57142857143,2.42857142857,2.42857142857,,"alpha, EC, SF",70,,,,1.29828983748,19.8742083077,-0.365236627113,0.431284025945,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""odd-odd"", ""parity_case"": ""odd-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0003,3,241Es,,Es,241,99,142,Ismail2022_FormulaE,ismail2022_formula_e,8.259,,0.017,False,,4.3,2.4,1.2,,"alpha, EC",100,,,,1.10004289841,12.5904977112,-0.466574442834,0.341527404128,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""odd-even"", ""parity_case"": ""odd-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0004,4,242Es,,Es,242,99,143,Ismail2022_FormulaE,ismail2022_formula_e,8.16,,0.02,False,,31.2280701754,2.80701754386,2.80701754386,,"alpha, EC",57,,,,1.62138709954,41.820295726,-0.126841952905,0.746720453151,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""odd-odd"", ""parity_case"": ""odd-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0005,5,243Es,,Es,243,99,144,Ismail2022_FormulaE,ismail2022_formula_e,8.072,,0.01,False,,36.0655737705,1.6393442623,1.6393442623,,"alpha, EC, SF",61,1,,,1.69948376643,50.0591840474,-0.142390920623,0.720458682194,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""odd-even"", ""parity_case"": ""odd-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0006,6,244Es,,Es,244,99,145,Ismail2022_FormulaE,ismail2022_formula_e,7.94,,0.1,True,,925,100,100,,"alpha, EC",4,,,,2.38074694041,240.296220695,0.585394792331,3.84941551442,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""odd-odd"", ""parity_case"": ""odd-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0007,7,245Es,,Es,245,99,146,Ismail2022_FormulaE,ismail2022_formula_e,7.909,,0.003,False,,124.444444444,6.66666666667,6.66666666667,,"alpha, EC",54,,,,2.23560082065,172.028665619,-0.140625307414,0.723393650684,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""odd-even"", ""parity_case"": ""odd-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0008,8,246Es,,Es,246,99,147,Ismail2022_FormulaE,ismail2022_formula_e,7.64,,0.1,True,,4545.45454545,303.03030303,303.03030303,,"alpha, EC",9.9,,,,3.47788913325,3005.30900902,0.17968818593,1.51247493413,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""odd-odd"", ""parity_case"": ""odd-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0009,9,247Es,,Es,247,99,148,Ismail2022_FormulaE,ismail2022_formula_e,7.464,,0.02,False,,3900,222.857142857,222.857142857,,"alpha, EC",7,,,,3.89129492747,7785.65091671,-0.300230320439,0.500921508262,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""odd-even"", ""parity_case"": ""odd-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0010,10,248Es,,Es,248,99,149,Ismail2022_FormulaE,ismail2022_formula_e,7.16,,0.05,True,,480000,40000,40000,,"alpha, EC",0.3,,,,5.39129056193,246201.424803,0.289950675449,1.94962316073,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""odd-odd"", ""parity_case"": ""odd-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0011,11,249Es,,Es,249,99,150,Ismail2022_FormulaE,ismail2022_formula_e,6.94,,0.03,True,,1075789.47368,6315.78947368,6315.78947368,,"alpha, EC",0.57,,,,6.0590310522,1145594.84892,-0.0273037616858,0.939066262998,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""odd-even"", ""parity_case"": ""odd-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0013,13,251Es,,Es,251,99,152,Ismail2022_FormulaE,ismail2022_formula_e,6.5971,,0.001,False,,23760000,9531233.70818,9531233.70818,,"EC, alpha",0.5,,,,7.60305341647,40091602.565,-0.227206980161,0.592642809963,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""odd-even"", ""parity_case"": ""odd-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0014,14,252Es,,Es,252,99,153,Ismail2022_FormulaE,ismail2022_formula_e,6.7386,,0.0005,False,,46268307.6923,210461.538462,210461.538462,,"alpha, EC",78,,,,7.21083014161,16249131.0616,0.454453473445,2.84743273451,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""odd-odd"", ""parity_case"": ""odd-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0015,15,253Es,,Es,253,99,154,Ismail2022_FormulaE,ismail2022_formula_e,6.73924,,5e-05,False,,1768608,1728,1728,,"alpha, EC; beta^-, SF",100,,,,6.88146532814,7611413.70931,-0.633833743,0.232362615875,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""odd-even"", ""parity_case"": ""odd-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0016,16,254Es,,Es,254,99,155,Ismail2022_FormulaE,ismail2022_formula_e,6.6172,,0.0005,False,,23820480,43200,43200,,"alpha,; beta^-, SF; beta^-, SF",100,3e-06,,,7.75669179853,57107322.4954,-0.379741289949,0.417117787337,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""odd-odd"", ""parity_case"": ""odd-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0017,17,255Es,,Es,255,99,156,Ismail2022_FormulaE,ismail2022_formula_e,6.4363,,0.0013,False,,42984000,2509716.44613,2509716.44613,,"beta^-, alpha, SF",8,0.0041,,,8.30141721801,200178402.003,-0.668110390452,0.214728460064,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""odd-even"", ""parity_case"": ""odd-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0020,20,241Fm,,Fm,241,100,141,Ismail2022_FormulaE,ismail2022_formula_e,8.86,,0.32,True,,0.00521428571429,0.000428571428571,0.000428571428571,>,"alpha, EC, SF",14,78,,,-0.663139433431,0.217200372917,-1.61966574213,0.0240067990872,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""even-odd"", ""parity_case"": ""even-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0022,22,243Fm,,Fm,243,100,143,Ismail2022_FormulaE,ismail2022_formula_e,8.69,,0.05,False,,0.253846153846,0.00989010989011,0.00989010989011,,"alpha, EC, SF",91,9,,,-0.156609109824,0.697253800558,-0.438820302605,0.364065643877,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""even-odd"", ""parity_case"": ""even-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0023,23,244Fm,,Fm,244,100,144,Ismail2022_FormulaE,ismail2022_formula_e,8.55,,0.2,True,,0.321,0.008,0.008,>,"alpha, EC, SF",1,97,,,-0.0389928474698,0.914128296408,-0.454502120125,0.351154210258,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""even-even"", ""parity_case"": ""even-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0024,24,245Fm,,Fm,245,100,145,Ismail2022_FormulaE,ismail2022_formula_e,8.373,,0.025,False,,5.4,0.6,0.6,,"alpha, EC, SF",100,0.3,,,0.843978717951,6.98198188924,-0.111584958128,0.773419365112,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""even-odd"", ""parity_case"": ""even-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0025,25,246Fm,,Fm,246,100,146,Ismail2022_FormulaE,ismail2022_formula_e,8.379,,0.005,False,,1.6452991453,0.042735042735,0.042735042735,,"alpha, SF, EC",93.6,6.4,,,0.448812933682,2.81068990397,-0.232568061584,0.585371991045,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""even-even"", ""parity_case"": ""even-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0026,26,247Fm,,Fm,247,100,147,Ismail2022_FormulaE,ismail2022_formula_e,8.258,,0.01,False,,48.4375,1.5625,1.5625,,"alpha, EC",64,,,,1.21178538238,16.2849107363,0.473396337474,2.97437921426,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""even-odd"", ""parity_case"": ""even-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0027,27,248Fm,,Fm,248,100,148,Ismail2022_FormulaE,ismail2022_formula_e,7.995,,0.008,False,,34.8484848485,1.21212121212,1.21212121212,approx,"alpha, EC, SF",99,0.1,,,1.68808281157,48.7621461235,-0.145898911095,0.714662655745,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""even-even"", ""parity_case"": ""even-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0028,28,249Fm,,Fm,249,100,149,Ismail2022_FormulaE,ismail2022_formula_e,7.709,,0.006,False,,615.384615385,38.4615384615,38.4615384615,,"alpha, EC",15.6,,,,3.14202326089,1386.83010576,-0.352876626209,0.443734681578,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""even-odd"", ""parity_case"": ""even-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0029,29,250Fm,,Fm,250,100,150,Ismail2022_FormulaE,ismail2022_formula_e,7.557,,0.008,False,,1860,66,66,,"alpha, EC, SF",100,0.0069,,,3.22837636286,1691.90651542,0.0411365813547,1.09935152034,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""even-even"", ""parity_case"": ""even-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0030,30,251Fm,,Fm,251,100,151,Ismail2022_FormulaE,ismail2022_formula_e,7.4245,,0.001,False,,1060000,16000,16000,,"alpha, EC",1.8,,,,4.21932415142,16570.062687,1.80598171384,63.9707899736,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""even-odd"", ""parity_case"": ""even-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0031,31,252Fm,,Fm,252,100,152,Ismail2022_FormulaE,ismail2022_formula_e,7.1527,,0.002,False,,91368,432,432,,"alpha, SF; beta^-, SF",100,0.0023,,,4.77098625587,59018.2402363,0.189807862651,1.54813155448,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""even-even"", ""parity_case"": ""even-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0032,32,253Fm,,Fm,253,100,153,Ismail2022_FormulaE,ismail2022_formula_e,7.1979,,0.001,False,,2160000,86400,86400,,"alpha, EC",12,,,,5.12064313536,132021.03567,1.2138106158,16.3610290514,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""even-odd"", ""parity_case"": ""even-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0033,33,254Fm,,Fm,254,100,154,Ismail2022_FormulaE,ismail2022_formula_e,7.3073,,0.001,False,,11671.0026016,7.20432259356,7.20432259356,,"alpha, SF; beta^-, SF",99.94,0.06,,,4.05470049863,11342.2835096,0.0124076672381,1.02898173826,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""even-even"", ""parity_case"": ""even-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0034,34,255Fm,,Fm,255,100,155,Ismail2022_FormulaE,ismail2022_formula_e,7.2406,,0.0005,False,,97452,252,252,,"alpha, SF",100,2.4e-05,,,4.93063260005,85237.8722403,0.058158156484,1.14329461117,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""even-odd"", ""parity_case"": ""even-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0035,35,256Fm,,Fm,256,100,156,Ismail2022_FormulaE,ismail2022_formula_e,7.0253,,0.0019,False,,116370.37037,4400.72058885,4400.72058885,,"SF, alpha",8.1,91.9,,,5.14566998451,139852.419591,-0.0798275679696,0.832094079679,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""even-even"", ""parity_case"": ""even-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0036,36,257Fm,,Fm,257,100,157,Ismail2022_FormulaE,ismail2022_formula_e,6.8637,,0.0009,False,,8701473.0935,17316.3643652,17316.3643652,,"alpha , SF",99.79,0.21,,,6.52511373539,3350531.73205,0.414479046224,2.59704243666,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""even-odd"", ""parity_case"": ""even-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0039,39,244Md,,Md,244,101,143,Ismail2022_FormulaE,ismail2022_formula_e,8.95,,0.08,False,,0.3,0.19,0.09,approx,"alpha, EC",100,,,,-0.188883692113,0.64731594945,-0.333995053168,0.46345219866,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""odd-odd"", ""parity_case"": ""odd-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0041,41,247Md,,Md,247,101,146,Ismail2022_FormulaE,ismail2022_formula_e,8.764,,0.01,False,,1.21040952189,0.121040952189,0.121040952189,,"alpha, SF",99.14,0.86,,,0.175117384551,1.49664012517,-0.092185053073,0.808751216494,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""odd-even"", ""parity_case"": ""odd-even""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
source-row-0042,42,248Md,,Md,248,101,147,Ismail2022_FormulaE,ismail2022_formula_e,8.5,,0.03,False,,35,15,15,,"alpha, EC",20,,,,1.21522893284,16.4145481732,0.328839111508,2.13225485287,0,True,ok,within_implemented_formula,"{""Ac_used"": 4, ""Zc_used"": 2, ""l_used"": 0.0, ""parameter_set"": ""odd-odd"", ""parity_case"": ""odd-odd""}",1,1,HF = T_alpha_half_s / Tcalc_s,Qalpha_MeV,T_alpha_half_s
