record_id,source_csv_line,isotope,state_label,symbol,A,Z,N,Qalpha_MeV,Ealpha_MeV,T_alpha_half_s,b_alpha_percent,b_SF_percent,alpha_daughter,alpha_daughter_population_raw,Qalpha_estimated,Qalpha_is_experimental,T_alpha_half_qualifier,cell_record_index,cell_record_count,Tcalc_s__poenaru,log10_Tcalc_s__poenaru,HF__poenaru,log10_HF__poenaru,Tcalc_s__dzr,log10_Tcalc_s__dzr,HF__dzr,log10_HF__dzr,Tcalc_s__ismail2022_formula_e,log10_Tcalc_s__ismail2022_formula_e,HF__ismail2022_formula_e,log10_HF__ismail2022_formula_e,Tcalc_s__qi2009_udl,log10_Tcalc_s__qi2009_udl,HF__qi2009_udl,log10_HF__qi2009_udl,Tcalc_s__viola_seaborg,log10_Tcalc_s__viola_seaborg,HF__viola_seaborg,log10_HF__viola_seaborg,Tcalc_s__xu2022_unified,log10_Tcalc_s__xu2022_unified,HF__xu2022_unified,log10_HF__xu2022_unified,Tcalc_s__e_rurarz,log10_Tcalc_s__e_rurarz,HF__e_rurarz,log10_HF__e_rurarz
source-row-0036,36,257Fm,,Fm,257,100,157,6.8637,,8701473.0935,99.79,0.21,,,False,True,,1,1,58857.6529385,4.76980293979,147.839281029,2.16978984182,2884879.62798,6.46012769687,3.01623437217,0.47946508474,3350531.73205,6.52511373539,2.59704243666,0.414479046224,742712.26028,5.87082059307,11.7158064554,1.06877218854,1352786.87641,6.13122938145,6.43225717608,0.808363400156,751619.830917,5.87599823011,11.5769604999,1.0635945515,966482.356967,5.98519393044,9.00324049453,0.954398851172
source-row-0039,39,244Md,,Md,244,101,143,8.95,,0.3,100,,,,False,True,approx,1,1,0.00737385460257,-2.13230543005,40.6842847017,1.60942668477,0.741883540246,-0.12966426426,0.404376136854,-0.39321448102,0.64731594945,-0.188883692113,0.46345219866,-0.333995053168,0.0927456800771,-1.03270630988,3.23465200482,0.509827564598,0.10280622083,-0.987980605277,2.91811135141,0.465101859997,0.16246274881,-0.789246202936,1.84657715197,0.266367457655,0.0744514609344,-1.12812677582,4.02947096316,0.605248030543
source-row-0041,41,247Md,,Md,247,101,146,8.764,,1.21040952189,99.14,0.86,,,False,True,,1,1,0.0237653508309,-1.62405577014,50.9316917096,1.70698810162,0.827021848873,-0.0824830167842,1.46357623265,0.165415348263,1.49664012517,0.175117384551,0.808751216494,-0.092185053073,0.300028052517,-0.522838137001,4.03432116342,0.60577046848,0.374410959354,-0.426651447547,3.23283678441,0.509583779026,0.323284299501,-0.490415386653,3.74410240076,0.573347718131,0.254819853981,-0.593766737489,4.75005971073,0.676699068968
source-row-0042,42,248Md,,Md,248,101,147,8.5,,35,20,,,,False,True,,1,1,0.141715975959,-0.848581188004,246.972860774,2.39264923235,16.2200437109,1.21005202024,2.15782402463,0.334016024106,16.4145481732,1.21522893284,2.13225485287,0.328839111508,1.9526988254,0.290635265023,17.9239110224,1.25343277933,2.52052395392,0.401490829133,13.8860017361,1.14257721522,3.25755523985,0.512891788977,10.7442537188,1.03117625537,1.67305543738,0.223510331726,20.9198088827,1.32055771262
source-row-0043,43,249Md,,Md,249,101,148,8.441,,34.1333333333,75,,,,True,False,,1,1,0.212242812432,-0.673167008147,160.822093065,2.20634571007,8.27361720553,0.917695423573,4.12556352142,0.615483278348,15.4788539157,1.18973880153,2.20515895552,0.343439900387,2.9112749037,0.464083216611,11.7245311633,1.06909548531,3.90714849667,0.591859917511,8.73612389251,0.941318784409,3.0355940338,0.482243690587,11.2443669849,1.05093501133,2.55770779549,0.407850927142,13.3452825978,1.12532777478
source-row-0044,44,250Md,,Md,250,101,149,8.155,,762.857142857,7,,,,False,True,,1,1,1.6809859595,0.225564085993,453.815297234,2.65687913102,217.029249213,2.33651826802,3.51499692149,0.545924948992,241.346908472,2.38264174011,3.16083246181,0.499801476909,25.2331051029,1.40197069666,30.2323927137,1.48047252036,34.9751552808,1.54375965132,21.8114011713,1.33868356569,40.9604251218,1.61236445546,18.6242486642,1.27007876155,22.646361236,1.35499843054,33.6856387174,1.52744478648
source-row-0045,45,251Md,,Md,251,101,150,7.963,,2526,10,,,,False,True,>,1,1,7.21170714981,0.858038082748,350.263806825,2.54439526347,339.464796759,2.53079474366,7.44112504189,0.871638602555,686.370210578,2.83655842627,3.68022965022,0.565874919954,113.39970477,2.0546119239,22.2751902672,1.34782142232,162.693222909,2.2113694625,15.5261537932,1.19106388372,114.436983663,2.05856640212,22.0732836462,1.3438669441,105.01923583,2.02126885383,24.0527364348,1.38116449239
source-row-0047,47,253Md,,Md,253,101,152,7.573,,51428.5714286,0.7,,,,False,True,approx,1,1,168.115455004,2.22560764035,305.912216265,2.4855968204,9004.35412807,3.95445256683,5.71152252534,0.756751893922,19500.959457,4.2900559794,2.63723287779,0.421148481358,2875.84460104,3.45876541484,17.8829452085,1.25243904592,4413.66888223,3.64479974885,11.6521136499,1.0664047119,2871.44162585,3.45809999184,17.910366335,1.25310446891,2896.21508476,3.4618308112,17.7571657917,1.24937364955
source-row-0049,49,255Md,,Md,255,101,154,7.9056,,23142.8571429,7,,,,False,True,,1,1,11.1125329301,1.04581306094,2082.59064683,3.31860391359,461.42096625,2.6640973243,50.1556254172,1.70031965023,896.072454554,2.95234312723,25.8269931468,1.4120738473,155.014038178,2.19037102996,149.295234256,2.17404594457,260.413932789,2.41566421635,88.8695043886,1.94875275818,155.830056191,2.19265122727,148.513436422,2.17176574726,164.451210913,2.2160370757,140.727800144,2.14837989883
source-row-0050,50,256Md,,Md,256,101,155,7.74,,50673.9130435,9.2,3,,,True,False,,1,1,41.8825064108,1.62203266364,1209.90641168,3.0827517782,5329.38864335,3.72667739213,9.50839138119,0.978107049707,7030.77905062,3.84700345,7.20743927218,0.857780991835,599.255310091,2.77761189107,84.5614752012,1.92717255077,1041.69673284,3.01774130205,48.6455524394,1.68704313979,952.893821537,2.97904451104,53.1789711489,1.7257399308,664.884230025,2.82274603231,76.2146412189,1.88203840953
